english_text,spanish_text
weve done nothing,no hemos hecho nada
weve forgiven you,te hemos perdonado
weve gone too far,hemos ido demasiado lejos
weve just arrived,acabamos de llegar
weve lost contact,hemos perdido el contacto
weve seen nothing,no hemos visto nada
welcome to my home,bienvenida a mi hogar
welcome to my life,bienvenido a mi vida
welcome to the usa,bienvenido a los estados unidos
were you surprised,¿te sorprendiste
werent you amused,¿no estabas entretenido
werent you crying,¿no estabas llorando
what a big pumpkin,¡qué calabaza más grande
what a coincidence,¡qué coincidencia
what a cute outfit,¡qué conjunto tan lindo
what a long flight,¡qué vuelo tan largo
what a mean fellow,¡qué tipo tan malo
what a pretty girl,¡qué doncella tan linda
what a small world,el mundo es un pañuelo
what a strange guy,¡qué tipo más extraño
what a strange man,¡qué hombre tan extraño
what am i here for,¿para qué estoy aquí
what an experience,¡qué experiencia
what an idiot i am,¡qué idiota que soy
what are these for,¿para qué son éstos
what are you doing,¿qué estás haciendo
what are you doing,¿qué es lo que haces
what are you up to,¿qué estás haciendo
what are you up to,¿qué es lo que haces
what awful weather,¡qué pésimo clima
what convinced you,¿qué te convenció
what could he mean,¿a qué podría referirse
what did tom bring,¿qué trajo tom
what did she drink,¿qué tomó ella
what did she drink,¿qué bebió
what did they want,¿qué querían
what did you drink,¿qué has bebido
what did you learn,¿qué aprendiste
what did you spill,¿qué derramaste
what did you steal,¿qué robaste
what do i tell tom,¿qué le digo a tom
what do horses eat,¿qué comen los caballos
what do tigers eat,¿qué comen los tigres
what do we next,¿qué hacemos luego
what do we owe you,¿cuánto te debemos
what do we owe you,¿cuánto le debemos
what do we owe you,¿cuánto les debemos
what do whales eat,¿qué comen las ballenas
what does tom need,¿qué necesita tom
what does she have,¿qué tiene ella
what does that say,¿qué dice eso
what dont we know,¿qué no sabemos
what else is there,¿qué más hay ahí
what happened here,¿qué ha pasado aquí
what happened here,¿qué pasó aquí
what happened next,¿qué pasó después
what happened next,¿qué pasó a continuación
what happened then,¿qué pasó después
what happens today,¿qué pasa hoy
what have you done,¿qué hiciste
what have you done,¿qué habéis hecho
what if hes wrong,¿y si se equivoca
what is tom eating,¿qué está comiendo tom
what is in the box,¿qué hay en la caja
what is my purpose,¿cuál es mi propósito
what is over there,¿qué hay ahí
what is that smell,¿a qué huele
what is that thing,¿qué es esa cosa
what is this about,¿qué es lo que sucede aquí
what is this about,¿de qué trata esto
what is your dream,¿cuál es tu sueño
what just happened,¿qué acaba de pasar
what month is this,¿en qué mes estamos
what more can i do,¿qué puedo hacer aún
what motivates you,¿qué te motiva
what motivates you,¿qué los motiva
what narrow stairs,¡qué estrechas son estas escaleras
what should tom do,¿qué debería hacer tom
what should we say,¿qué deberíamos decir
what time is lunch,¿a qué hora es el almuerzo
what will you have,¿qué vas a llevar
what will you wear,¿qué llevarás puesto
what will you wear,¿qué vas a llevar puesto
whatre you eating,¿qué estás comiendo
whatre you saying,¿qué quiere decir
whatre your plans,¿cuáles son tus planes
whats boston like,¿cómo es boston
whats tom wearing,¿qué lleva puesto tom
whats in this bag,¿qué hay en este bolso
whats in this box,¿qué hay en esta caja
whats not to like,¿qué más podría uno pedir
whats on the menu,¿qué hay en el menú
whats that flower,¿qué flor es esa
whats the message,¿cuál es el mensaje
whats the problem,¿cuál es el problema
whats their story,¿cuál es su historia
whats there to do,¿qué hay que hacer
whats this called,esto como se llama
whats this called,¿esto cómo se llama
whats up with you,¿qué tienes
whats your advice,¿cuál es vuestro consejo
whats your answer,¿cuál es tu respuesta
whats your secret,¿cuál es tu secreto
whats your theory,¿cuál es tu teoría
when are you going,¿cuándo te vas
when can i see you,¿cuándo puedo veros
when did it happen,¿cuándo pasó
when did it happen,¿cuándo sucedió
when do i get paid,¿cuándo voy a cobrar
when do i get paid,¿cuándo me van a pagar
when do owls sleep,¿cuándo duermen las lechuzas
when does it begin,¿cuándo empieza
when does it start,¿cuándo empieza
when were you born,¿cuándo naciste
when will it begin,¿cuándo empieza
when will it begin,¿cuándo empezará
when will you come,¿cuándo vendrás
whens the wedding,¿cuándo será la boda
whens the wedding,¿cuándo es la boda
where are my books,¿dónde están mis libros
where are the boys,¿dónde están los chicos
where are the cops,¿dónde están los policías
where are the cops,¿en dónde están los policías
where are the keys,¿dónde están las llaves
where are the kids,¿dónde están los niños
where are we going,¿adónde vamos
where are you from,¿de dónde eres
where are you from,¿de dónde vienen
where are you from,¿de dónde sos
where are you from,¿de dónde es
where are you guys,¿dónde están
where did he do it,¿dónde hizo eso
where did you hide,¿dónde te escondiste
where did you look,¿dónde buscaste
where did you stay,¿en dónde te quedaste
where did you work,¿dónde trabajabas
where did you work,¿dónde trabajaba usted
where did you work,¿dónde trabajaban
where do they live,¿dónde viven ellas
where do you write,¿dónde escribe usted
where does he work,¿dónde trabaja él
where does it hurt,¿dónde te duele
where has she gone,¿adónde ha ido ella
where has she gone,¿adónde se ha ido
where is everybody,¿dónde están todos
where is everybody,¿dónde está todo el mundo
where is it hidden,¿dónde se oculta
where is the hotel,¿dónde está el hotel
where is the train,¿dónde está el tren
where is the vodka,¿dónde está el vodka
where is your room,¿dónde está tu habitación
where is your room,¿dónde está vuestra habitación
where is your room,¿dónde está tu pieza
where is your room,¿dónde está tu cuarto
where should i pay,¿dónde pago
where should we go,¿dónde debemos ir
where was he going,¿para dónde iba él
where will we meet,¿dónde nos encontraremos
wherere you going,¿adónde vas
wherere you going,¿adónde vais
wheres tom anyway,¿dónde está tom por cierto
wheres my brother,¿dónde está mi hermano
wheres my husband,¿dónde está mi marido
wheres the doctor,¿dónde está el médico
wheres the hammer,¿dónde está el martillo
wheres the shovel,¿dónde está la pala
wheres the toilet,¿dónde está el baño
wheres the toilet,¿dónde está el servicio
wheres this place,¿dónde está este lugar
wheres this place,¿dónde está este sitio
wheres your money,¿dónde está tu dinero
wheres your watch,¿dónde está tu reloj
which bag is yours,¿qué bolsa es la tuya
which cup is yours,¿cuál taza es la tuya
which dog is yours,¿cuál es tu perro
which dog is yours,¿cuál es su perro
which house is his,¿cuál es su casa
which house is his,¿cuál casa es la suya
which is your book,¿cuál es tu libro
which team is ours,¿cuál es nuestro equipo
who are those guys,¿quiénes son esos sujetos
who are we kidding,¿a quién queremos engañar
who broke the vase,¿quién ha roto el jarrón
who can prevent it,¿quién lo puede impedir
who did this first,¿quién hizo esto primero
who do you suspect,¿de quién sospechas
who do you talk to,¿con quién habla
who else was there,¿quién más estaba ahí
who is that person,¿quién es aquella persona
who is this person,¿quién es aquella persona
who is this person,¿quién es esta persona
who is visiting us,¿quién nos visita
who is watching tv,¿quién está viendo la televisión
who is your lawyer,¿quién es tu abogado
who is your lawyer,¿quién es su abogado
who made this plan,¿quién hizo este plan
who owns this land,¿a quién le pertenece este terreno
who took the money,¿quién tomó el dinero
who wants to party,¿quién quiere festejar
who was in the car,¿quién estaba en el coche
who wrote the book,¿quién escribió el libro
whos laughing now,¿quién se ríe ahora
whos on your list,¿quién está en tu lista
whos the last one,¿quién es la última
whos this box for,¿para quién es esta caja
whos with tom now,¿quién está con tomás ahora
whos your teacher,¿quién es tu profesor
whos your teacher,¿quién es vuestro profesor
whos your teacher,¿quién es tu profesora
whose beer is this,¿de quién es esta cerveza
whose bike is this,¿de quién es esta bicicleta
whose book is this,¿de quién es este libro
whose food is this,¿de quién es esta comida
whose friend is he,¿él es amigo de quién
whose is this book,¿de quién es este libro
whose is this food,¿de quién es esta comida
whose room is this,¿de quién es esta habitación
whose side are you,¿del lado de quién estás
whose wine is this,¿de quién es este vino
why are they angry,¿por qué están enfadados
why are they angry,¿por qué están enfadadas
why are we running,¿por qué estamos corriendo
why are you afraid,¿por qué tenés miedo
why are you crying,¿por qué lloras
why are you crying,¿por qué está llorando
why are you so mad,¿por qué estás tan enojado
why are you so sad,¿por qué estás tan triste
why are you so sad,¿por qué está tan triste
why are you so sad,¿por qué están tan tristes
why are you so sad,¿por qué estáis tan tristes
why cant tom come,¿por qué no puede venir tom
why cant you come,¿por qué no puedes venir
why did you buy it,¿por qué lo compraste
why did you hit me,¿por qué me pegaste
why didnt he come,¿por qué él no vino
why didnt it work,¿por qué no funcionó
why didnt you ask,¿por qué no preguntaste
why do you hate me,¿por qué me odias
why do you love me,¿por qué me amas
why do you love me,¿por qué me quieres
why do you love me,¿por qué me ama usted
why does ice float,¿por qué el hielo flota
why dont we go in,¿por qué no entramos
why isnt tom here,¿por qué tom no está aquí
why were you fired,¿por qué te despidieron
why were you there,¿por qué estabas allí
why worry about it,¿por qué preocuparse
why would tom care,¿por qué le importaría a tom
will i have a scar,¿me va a quedar una cicatriz
will it hurt a lot,¿va a doler mucho
will it rain today,¿lloverá hoy
will it rain today,¿hoy lloverá
will it rain today,¿va a llover hoy
women like to talk,a las mujeres les gusta hablar
women talk nonstop,las mujeres hablan sin parar
would they do that,¿ellos harían eso
would you like ice,¿le gustaría ponerle hielo
would you teach me,¿tú me enseñarías
write it in pencil,escríbelo a lápiz
write me something,escríbeme algo
you are a good boy,eres un buen chico
you are free to go,eres libre de irte
you are impossible,¡eres imposible
you are overworked,estás saturado de trabajo
you are overworked,tienes exceso de trabajo
you are overworked,te trabajan durísimo
you are under oath,está bajo juramento
you are under oath,tú estás bajo juramento
you are very brave,eres muy valiente
you are very brave,usted es muy valiente
you are very brave,sois muy valientes
you are very brave,es usted muy valiente
you are very brave,sos muy valiente
you are very brave,son muy valientes
you are very smart,eres muy listo
you are very smart,eres muy inteligente
you are very smart,sos muy inteligente
you are very smart,sos muy listo
you are very smart,son muy listos
you are very smart,son muy inteligentes
you are very smart,sos muy lista
you are very smart,eres muy lista
you arent invited,no estás invitado
you arent special,no sos especial
you broke my heart,me rompiste el corazón
you broke the rule,rompiste la regla
you broke your arm,te rompiste el brazo
you broke your leg,te rompiste una pierna
you can let tom go,puedes dejar ir a tom
you can see it now,ahora puedes verlo
you can study here,puedes estudiar aquí
you can study here,podéis estudiar aquí
you can use my car,puedes usar mi auto
you cant eat here,no puedes comer aquí
you cant go there,no puedes ir ahí
you cant help tom,no lo podés ayudar a tomás
you cant help tom,no lo puedes ayudar a tomás
you cant help tom,no lo pueden ayudar a tomás
you cant help tom,no lo puede ayudar a tomás
you cant leave me,no puedes dejarme
you cant run away,no podés escapar
you cant run tom,no puedes correr tom
you cant say that,eso no se dice
you cant tempt me,no puedes tentarme
you cant use that,no podés usar eso
you cant use that,no puedes usarlo
you cant use this,no puedes usar esto
you cannot do this,no puedes hacer esto
you cannot do this,no pueden hacer esto
you did a good job,hiciste un buen trabajo
you did this to me,tú me hiciste esto
you didnt call me,no me llamaste
you didnt help me,no me ayudaste
you didnt tell me,no me avisaste
you do a great job,haces un gran trabajo
you do a great job,haces un trabajo muy bueno
you do a great job,haces un trabajo muy importante
you do a great job,hacéis un gran trabajo
you dont scare me,no me asustás
you dont scare me,no me das miedo
you drank too much,tomaste demasiado
you drank too much,usted tomó demasiado
you drank too much,tomaron demasiado
you drank too much,tú tomaste demasiado
you drank too much,tomó demasiado
you drank too much,ustedes tomaron demasiado
you drive too fast,conduces demasiado rápido
you drive too fast,manejás demasiado rápido
you drive too fast,conducís demasiado rápido
you drive too fast,conducís muy rápido
you drive too fast,manejás muy rápido
you drive too fast,manejás muy deprisa
you drive too fast,conducís muy deprisa
you freaked me out,me diste un susto
you freaked me out,me asustaste
you get used to it,te acostumbras
you got here early,llegaste temprano
you got us evicted,nos desahuciaron por ti
you got very drunk,estás muy borracho
you guys are right,uds chicos están en lo correcto
you guys are wrong,ustedes están equivocados
you guys look lost,parecen algo perdidos
you guys wait here,ustedes esperen aquí
you had a long day,tuviste un día largo
you had me worried,me tenías preocupado
you have been busy,has estado ocupado
you have been busy,habéis estado ocupados
you have been busy,ustedes han estado ocupados
you have cute eyes,tenés lindos ojos
you have four dogs,tienes cuatro perros
you have to let go,tienes que dejar ir
you have to listen,tenés que escuchar
you have to listen,tienes que escuchar
you just missed it,acabas de fallar
you just missed it,te lo acabas de perder
you just need help,tan solo necesitas ayuda
you know im wrong,tú sabes que estoy equivocado
you know im wrong,tú sabes que no tengo la razón
you know how it is,tú sabes cómo es
you know something,tú sabes algo
you know something,usted sabe algo
you know something,ustedes saben algo
you know the rules,ustedes conocen las reglas
you know who he is,sabes quién es
you like elephants,te gustan los elefantes
you live and learn,viviendo se aprende
you look beautiful,estás guapa
you look contented,te ves satisfecho
you look different,te ves diferente
you look satisfied,te ves satisfecho
you look surprised,pareces sorprendido
you look surprised,pareces sorprendida
you look very good,tienes muy buen aspecto
you look very pale,luces muy pálida
you made a mistake,has cometido un error
you may go at once,puedes irte de inmediato
you may use my car,tu podrías usar mi auto
you may use my car,puedes usar mi coche
you may use my car,puedes coger mi coche
you might be right,puede que lleves razón
you might be right,puede que tengas razón
you might get shot,tú podrías recibir un disparo
you might meet him,puede que te encuentres con él
you must be a fool,debes ser un tonto
you must be joking,¡debes estar bromeando
you must be strong,debes ser fuerte
you must excuse me,deberías disculparte ante mí
you must stay here,te debes quedar aquí
you need a haircut,necesitas un corte de pelo
you need a miracle,necesitás un milagro
you need to fix it,necesitas arreglarlo
you only live once,sólo se vive una vez
you only live once,solo se vive una vez
you only live once,sólo vives una vez
you owe me a favor,me debés un favor
you owe me nothing,no me debes nada
you ruined my life,arruinaste mi vida
you shot tom twice,le disparaste dos veces a tom
you should be home,deberías estar en casa
you should go home,deberías irte a casa
you should know it,deberíais de saberlo
you should know it,deberías saberlo
you should sue tom,deberías demandar a tom
you sound relieved,pareces aliviado
you speak too much,hablas demasiado
you speak too much,hablas de más
you stole my heart,me robaste el corazón
you taught me that,tú me enseñaste eso
you taught me well,me enseñaste bien
you taught us that,tú nos lo enseñaste
you were in a coma,estabas en coma
you were in a coma,estabais en coma
you were in a coma,estuviste en coma
you were in a coma,estuvisteis en coma
you were my friend,tú eras mi amigo
you were my friend,eras mi amiga
youll be fine now,ahora estarás bien
youll feel better,vas a sentirte mejor
youll feel better,te sentirás mejor
youll get over it,te recuperarás
youll get over it,se te pasará
youll have to pay,tendrás que pagar
youll regret that,¡lo lamentarás
youre a big fraud,eres un gran fraude
youre a funny gal,eres una niña divertida
youre a gentleman,sos un caballero
youre a good liar,eres un buen mentiroso
youre a nice girl,eres una chica maja
youre a nice girl,eres una chica agradable
youre a smart boy,eres un chico inteligente
youre a weird kid,eres un niño raro
youre all cowards,¡sois unos cobardes
youre all cowards,¡son unos cobardes
youre all invited,todos ustedes están invitados
youre all invited,todas ustedes están invitadas
youre all racists,todos ustedes son racistas
youre annoying me,me estás fastidiando
youre avoiding me,me estás evitando
youre charismatic,sos carismático
youre cooperating,estás cooperando
youre defenseless,estás indefenso
youre defenseless,estás desamparada
youre egotistical,eres egoísta
youre extroverted,eres extrovertido
youre ignoring me,me estás ignorando
youre incompetent,eres incompetente
youre incompetent,tú eres incompetente
youre intelligent,eres inteligente
youre intelligent,sos inteligente
youre intelligent,son inteligentes
youre interfering,estás interfiriendo
youre interfering,tú estás interfiriendo
youre interfering,está interfiriendo
youre interfering,usted está interfiriendo
youre interfering,están interfiriendo
youre interfering,estáis interfiriendo
youre interfering,vosotros estáis interfiriendo
youre interfering,ustedes están interfiriendo
youre just a girl,eres solo una chica
youre like family,es como de la familia
youre like family,sois como de la familia
youre like family,eres como de la familia
youre lying again,estás mintiendo otra vez
youre my favorite,sos mi favorito
youre my princess,eres mi princesa
youre not a loser,tú no eres perdedor
youre not my type,no eres mi tipo
youre not perfect,no sos perfecto
youre not special,usted no es especial
youre patronizing,tú estás condescendiendo
youre quite smart,sos bastante inteligente
youre quite smart,eres bastante inteligente
youre quite smart,son bastante inteligentes
youre quite smart,sos bastante listo
youre quite smart,eres bastante listo
youre quite smart,son bastante listos
youre quite smart,eres bastante lista
youre quite smart,sos bastante lista
youre so adorable,eres tan adorable
youre so immature,sos muy inmaduro
youre so negative,eres muy negativo
youre so negative,qué negativo eres
youre so stubborn,sos muy terco
youre so stuck up,eres tan engreído
youre so stuck up,eres tan engreída
youre so stuck up,son tan engreídos
youre so stuck up,sois tan engreídos
youre so stuck up,son tan engreídas
youre so stuck up,sois tan engreídas
youre so talented,¡tienes tanto talento
youre soaking wet,estás empapada
youre soaking wet,estás empapado
youre still wrong,aún estás equivocado
youre still wrong,aún no tienes la razón
youre still young,todavía eres joven
youre still young,ustedes aún son jóvenes
youre still young,todavía son jóvenes
youre turning red,tú estás poniéndote rojo
youre turning red,tú te estás poniendo rojo
youre very astute,eres muy astuto
youre very astute,sos muy astuto
youre very astute,eres muy astuta
youre very astute,sos muy astuta
youre very astute,son astutos
youre very clever,eres muy listo
youre very clever,eres muy inteligente
youre very clever,sos muy inteligente
youre very clever,sos muy listo
youre very clever,son muy listos
youre very clever,son muy inteligentes
youre very pretty,eres muy guapa
youre very pretty,eres muy linda
youve been warned,has sido advertido
youve got a fever,tienes fiebre
youve got a fever,estás con temperatura
youve got my keys,has cogido mis llaves
youve got nothing,no tienes nada
youve got nothing,no tenés nada
youve got to hide,te tienes que esconder
youve got to hide,tú has conseguido esconderte
youve let me down,me decepcionas
youve worked hard,has trabajado duro
youve worked hard,has trabajado hasta la extenuación
your bath is ready,su baño está listo
your cars on fire,tu coche está en llamas
your purse is open,tu cartera está abierta
your room is dirty,tu habitación está sucia
your zippers open,tienes el cierre abierto
trust me he said,dijo confía en mí
a dog has four legs,un perro tiene cuatro patas
a lion is an animal,un león es animal
a noise woke her up,un ruido la despertó
a nurse wears white,una enfermera se viste de blanco
a truck hit the dog,un camión atropelló al perro
a whale is mammal,las ballenas son mamíferos
a whale is mammal,la ballena es un mamífero
accidents do happen,los accidentes ocurren
all i have is books,lo único que tengo son libros
all tom did was eat,no hizo tom nada más que comer
all is calm tonight,todo está tranquilo esta noche
all of us are happy,todos nosotros somos felices
all you do is party,tú nomás andas de parranda
am i disturbing you,¿os estoy molestando
am i disturbing you,¿les estoy molestando a ustedes
am i disturbing you,¿te estoy molestando
am i disturbing you,¿le molesto a usted
am i disturbing you,¿le estoy molestando
answer the question,responde la pregunta
answer the question,responda la pregunta
answer the question,responde a la pregunta
anybody can do that,eso lo puede hacer cualquiera
anybody can do that,cualquiera logra hacer eso
anybody can do this,cualquiera puede hacer esto
anybody can read it,cualquiera puede leerlo
are seats available,¿hay asientos libres
are there any risks,¿existe algún riesgo
are they in the gym,¿están en el gimnasio
are we almost there,¿ya casi llegamos
are we being chased,¿nos están siguiendo
are we going to eat,¿vamos a comer
are we just friends,¿acaso somos solo amigos
are we just friends,¿solo somos amigos
are you a policeman,¿eres policía
are you always busy,¿siempre estás ocupado
are you comfortable,¿está usted cómodo
are you comfortable,¿estás cómodo
are you comfortable,¿está usted cómoda
are you comfortable,¿estás cómoda
are you coming down,¿vas a bajar
are you embarrassed,¿tenés vergüenza
are you embarrassed,¿tienes vergüenza
are you enjoying it,¿te gusta
are you from boston,¿eres de boston
are you going along,¿vas a seguir
are you going to go,¿vas a ir
are you in any pain,¿te duele algo
are you kids hungry,chicos ¿tienen hambre
are you lying to me,¿me estás mintiendo
are you lying to me,¿me están mintiendo
are you lying to me,¿me está mintiendo
are you on facebook,¿tienes facebook
are you on facebook,¿estás en facebook
are you on facebook,¿estáis en facebook
are you on facebook,¿está en facebook
are you on facebook,¿están en facebook
are you people lost,¿ustedes están perdidas
are you still awake,¿estás todavía despierto
are you still there,¿sigues ahí
are you still there,¿seguís ahí
are you still there,¿todavía estás ahí
are you still upset,¿sigues molesta
are you the prophet,¿es usted el profeta
are you two friends,¿ustedes son amigos
are you watching it,¿lo estás viendo
ask tom how mary is,pregúntale a tom cómo está mary
ask tom if he voted,pregúntale a tom si él votó
at least we had fun,por lo menos nos pasamos bien
athens is in greece,atenas está en grecia
be polite but firm,sé educado pero firme
believe in yourself,cree en ti mismo
best of luck to you,te deseo todo lo mejor
best of luck to you,que tengas suerte
black is depressing,lo negro entristece
boil those potatoes,cueza usted esas papas
boston is beautiful,boston es bonito
boston is overrated,boston está sobrevalorado
breakfast is served,el desayuno está servido
breakfast is served,la comida está servida
bring me my clothes,tráeme mi ropa
bring me my glasses,tráeme mis gafas
bring me my glasses,tráeme las gafas
bring me my glasses,tráigame mis gafas
bunnies are so cute,los conejos son burda de cuchis
bunnies are so cute,qué cuchis son los conejos
bunnies are so cute,qué cuchis los conejos vale
but i wasnt afraid,pero yo no tenía miedo
but i wasnt afraid,pero no tenía miedo
can i ask something,¿te puedo preguntar algo
can i bring someone,¿puedo llevar a alguien
can i do this later,¿puedo hacerlo después
can i do this later,¿puedo hacer eso más tarde
can i drive please,¿puedo manejar por favor
can i have a minute,¿podría tener un minuto
can i have a minute,¿me dan un minuto
can i have a minute,¿me das un minuto
can i have one too,¿puedo tener uno también
can i open this box,¿puedo abrir esta caja
can i pay on credit,¿puedo pagar a crédito
can i say something,¿puedo decir algo
can i see you again,¿puedo volver a verte
can i see you later,¿puedo verte más tarde
can i use the phone,¿puedo usar el teléfono
can i use the phone,¿puedo usar el móvil
can i use this bike,¿puedo usar esta bicicleta
can he speak french,¿él habla francés
can he speak french,¿él sabe hablar francés
can we believe that,¿podemos creérnoslo
can we count on you,¿podemos contar con vos
can we just go home,¿podemos simplemente irnos a casa
can we speak french,¿podemos hablar francés
can we switch seats,¿cambiémonos de puesto
can we switch seats,¿nos intercambiamos los asientos
can we switch seats,¿podemos intercambiarnos los asientos
can you answer that,¿puedes responder eso
can you answer this,¿puedes responder a esto
can you believe tom,¿podés creerle a tom
can you cook a meal,¿puedes preparar una comida
can you do it alone,¿puedes hacerlo tú solo
can you do it alone,¿puedes hacerlo solo
can you drive a car,¿sabes conducir
can you drive a car,¿puedes conducir un auto
can you drive a car,¿sabes manejar
can you read french,¿sabes leer francés
can you really swim,¿de verdad sabes nadar
can you verify that,¿podrías verificar eso
can you verify that,¿puedes verificar eso
can your wife drive,¿tu esposa sabe manejar
cant we start over,¿no podemos empezar de nuevo
cant we start over,¿no podemos empezar desde el principio
cant you buy a car,¿no puedes comprar un coche
cant you go faster,¿no puedes ir más rápido
care to lend a hand,¿quieres darme una mano
carry out my orders,¡cumpla usted mis órdenes
cash or credit card,¿en efectivo o con tarjeta de crédito
catch me if you can,atrápame si puedes
change your clothes,cámbiate de ropa
checks are accepted,aceptamos cheques
checks are accepted,se aceptan cheques
chew your food well,mastica bien tu comida
chivalry isnt dead,la caballerosidad no ha muerto
chivalry isnt dead,la caballerosidad sigue viva
chivalry isnt dead,la gentileza no ha muerto
christmas is coming,pronto será navidad
clear off the table,despeja la mesa
climb onto the roof,súbete al techo
come again any time,vuelve cuando quieras
come again tomorrow,vuelvan mañana
come at two oclock,vengan a las dos
come at two oclock,ven a las dos
come back to boston,vuelve a boston
come here right now,ven aquí ahora mismo
come meet everybody,ven a conocerlos todos
come over here tom,acércate tom
come over here tom,ven aquí cerca tom
consult your doctor,consulta a tu doctor
consult your doctor,consulte a su doctor
contact me tomorrow,contáctame mañana
continue without me,continúa sin mí
cops are everywhere,los policías están por todas partes
could it be a virus,¿podría ser un virus
could you elaborate,¿podría dar más detalles
could you sign here,¿podría firmar aquí
crime is increasing,el delito es cada vez mayor
dad bought a camera,papá compró una cámara
dad bought me books,papá me compró libros
day will break soon,pronto amanecerá
delete that picture,borra esa fotografía
delete that picture,elimina esa foto
delete that picture,borrá esa foto
did i have a choice,¿tenía otra opción
did i lock the door,¿le puse llave a la puerta
did i lock the door,¿la habré puesto llave a la puerta
did tom ask you out,¿tom te invitó a salir
did tom ask you out,¿te invitó tom a salir
did tom do anything,¿tom hizo algo
did tom lie to mary,¿mintió tom a mary
did tom talk to you,¿te habló tom
did anybody see you,¿te ha visto alguien
did they come today,¿vinieron ellos hoy
did they come today,¿han venido hoy
did they understand,¿entendieron
did you have dreams,¿soñaste
did you hear it too,¿tú también lo oíste
did you leave a tip,¿dejaste propina
did you leave a tip,¿dejasteis propina
did you like boston,¿te gustó boston
did you notice that,¿notaste eso
did you read it all,¿lo leíste todo
did you take a bath,¿te bañaste
disconnect the plug,desconecta el enchufe
divide this in half,parta usted esto por la mitad
do i curse too much,¿acaso maldigo demasiado
do i have to go now,¿tengo que ir ahora
do i have to go now,¿debo ir ahora
do not eat in class,no comer en clases
do we need a plan b,¿necesitamos un plan b
do you drink coffee,¿bebes café
do you drink coffee,¿tomás café
do you drink coffee,¿bebéis café
do you enjoy losing,¿acaso te gusta perder
do you enjoy losing,¿te gusta perder
do you enjoy losing,¿les gusta perder
do you enjoy losing,¿le gusta perder
do you get the idea,¿lo comprende usted
do you get the idea,¿entiendes la idea
do you have a child,¿tú tienes un hijo
do you have a cough,¿tienes tos
do you have a fever,¿tienes fiebre
do you have a hobby,¿tienes un hobby
do you have a house,¿tienes casa
do you have a house,¿tienes una casa
do you have a house,¿tiene usted una casa
do you have a knife,¿tienes un cuchillo
do you have a match,¿tienes un fósforo
do you have a motto,¿tienes un lema
do you have a phone,¿tienes un teléfono
do you have a phone,¿usted tiene un teléfono
do you have a table,¿tienes una mesa
do you have any cds,¿tienes algún cd
do you have any gum,¿tienes algo de goma mascar
do you have any gum,¿tienes chicle
do you keep a diary,¿tienes un diario
do you know the way,¿sabes el camino
do you like english,¿te gusta el inglés
do you like english,¿os gusta el inglés
do you like english,¿les gusta el inglés
do you like english,¿le gusta el inglés
do you like bowling,¿te gusta jugar bolos
do you like bowling,¿te gusta el boliche
do you like cooking,¿te gusta cocinar
do you like cooking,¿le gusta cocinar
do you like dancing,¿os gusta bailar
do you like dancing,¿les gusta bailar
do you like oranges,¿le gustan las naranjas
do you like oranges,¿te gustan las naranjas
do you like oranges,¿os gustan las naranjas
do you like oranges,¿les gustan las naranjas
do you like oysters,¿te gustan las ostras
do you like running,¿te gusta correr
do you like surfing,¿te gusta surfear
do you like to sing,¿les gusta cantar
do you love him too,¿tú lo amas también
do you love him too,¿también tú lo amas
do you need me tom,¿me necesitas tom
do you need me tom,¿necesitas algo de mí tom
do you remember tom,¿te acuerdas de tom
do you see anything,¿ves algo
do you speak french,¿usted habla francés
do you speak french,¿sabes hablar francés
do you speak french,¿habláis francés
do you speak french,¿habla usted francés
do you speak french,¿hablas francés
do you speak french,¿hablás francés
do you study french,¿estudiás francés
do you study french,¿estudias el francés
do you travel a lot,¿viajáis mucho
do you want a drink,¿quieres beber algo
do you want a salad,¿querés ensalada
do you want my help,¿quieren mi ayuda
do you want my help,¿quiere mi ayuda
do you want my help,¿quieres mi ayuda
do you want my help,¿querés mi ayuda
do you want my help,¿queréis mi ayuda
do you want to come,¿querés venir
do you want to help,¿querés ayudar
do you want to know,¿querés saber
do you want to play,¿querés jugar
do you want to read,¿querés leer
do you want to rest,¿quieres descansar
do you want to stay,¿te querés quedar
do you want to talk,¿querés hablar
do you want to vote,¿querés votar
do you want to wait,¿querés esperar
do you wear glasses,¿usás anteojos
does tom have a cat,¿tiene tom un gato
does tom have a cat,¿tom tiene un gato
does tom want a car,¿tomás quiere un auto
does she play piano,¿ella toca el piano
does your wife work,¿tu esposa trabaja
doesnt anyone care,¿a nadie le importa
dont act like that,no actúes así
dont ask for money,no pidas dinero
dont ask questions,no hagas preguntas
dont be ridiculous,¡no seas ridículo
dont be ridiculous,¡no seas absurdo
dont be ridiculous,no seas ridículo
dont be ridiculous,no seas ridícula
dont bother me now,no me jodas ahora
dont call me again,no me vuelvas a llamar
dont call me again,no me llamés de nuevo
dont call me again,no me llames de nuevo
dont climb on this,¡no te subas a esto
dont disappoint me,no me decepciones
dont disappoint me,no me defraudes
dont disappoint me,no me desilusiones
dont drop that cup,que no se te caiga esa tasa
dont drop the soap,no dejes que se te caiga el jabón
dont ever doubt it,ni lo dudes
dont ever touch me,nunca me toques
dont fight with me,no pelees conmigo
dont get any ideas,no te hagas ilusiones
dont get any ideas,no te pases de listo
dont get too close,¡no te acerques demasiado
dont go in my room,no vayas a mi cuarto
