English,Portuguese
Do not throw anything out of the window.,Não jogue qualquer coisa pela janela.
I want to change that.,Eu quero trocar isso.
"Iberism is a movement that supports the unification of the Iberian peoples and its nations such as Catalonia, Castile, Portugal, Galicia, Basque Country, Andalusia...","O iberismo é um movimento para a unificação dos povos ibéricos e nações como Catalunha, Castela, Portugal, Galiza, Euskadi, Andaluzia..."
I play piano.,Eu toco piano.
"Be careful, I don't want any troubles.","Tome cuidado, eu não quero nenhum problema."
You cannot be a blood donor.,Você não pode doar sangue.
We came fearfully close to the Sun's orbit because we launched from the wrong side of Mercury.,Nós chegamos assustadoramente perto da órbita do Sol porque nós decolamos do lado errado de Mercúrio.
The dog is close to death.,O cachorro está quase morto.
"Music that doesn't transmit feelings, images, thoughts, or memories is just background noise.","Uma música que não transmite sensações, imagens, pensamentos ou memórias é somente ruído de fundo."
Cut the bell peppers into two-inch strips.,Corte os pimentões em tiras de duas polegadas.
Where's Daddy?,Onde está o pai?
"The cow goes ""moo,"" the rooster goes ""cock-a-doodle-doo,"" the pig goes ""oink, oink,"" the duck goes ""quack, quack"" and the cat goes ""meow.""","A vaca faz ""mu"", o galo faz ""cocoricó"", o porco faz ""oinc, oinc"", o pato faz ""quac, quac"" e o gato faz ""miau""."
I can do it without her help.,Posso fazer isso sem a ajuda dela.
I can do it without your help.,Eu posso fazê-lo sem sua ajuda.
"Sing something, please.","Cante algo, por favor."
She asked how to cook fish.,Ela perguntou como se cozinha peixe.
Do you feel better today?,Você está se sentindo melhor hoje?
Have you seen such a wonderful movie before?,Você já tinha visto um filme tão maravilhoso antes?
Mr. Bean is so funny!,O Mr. Bean é tão engraçado!
Where are they from?,De onde eles são?
Translate a sentence several times from one language to another and you'll find yourself with something totally different from the original.,Traduza uma frase várias vezes de uma língua para outra e você encontrar-se-á com algo totalmente diferente do original.
This apple is rotten.,Esta maçã está podre.
"I'm sorry, but I am opposed to this project.","Sinto muito, mas sou contra esse projeto."
I'm satisfied with my salary.,Estou satisfeito com o meu salário.
He does nothing but read manga.,Ele não faz nada além de ler mangá.
That belongs to my brother.,Isso pertence ao meu irmão.
Some people gain weight when they quit smoking.,Algumas pessoas ganham peso quando param de fumar.
"Whereas Spain has the Royal Spanish Academy, the United States has Urban Dictionary.","Enquanto que a Espanha tem a Real Academia Espanhola, os Estados Unidos têm o Urban Dictionary."
You'll see the difference.,Você vai ver a diferença.
Every mistake made me stronger.,Cada erro me fortaleceu.
"If you are here, it means you care.","Se você está aqui, é porque se importa."
What does he buy at the supermarket?,O que ele compra no supermercado?
She came hoping to see you.,Ela veio na esperança de te ver.
I felt tired after having worked for hours.,Eu me senti cansado após ter trabalhado por horas.
"It's been raining heavily since this morning, so I don't want to go anywhere.","Está chovendo forte desde esta manhã, então não quero ir a lugar algum."
I don't want this secret to be exposed.,Não quero que este segredo seja exposto.
"You shall have joy, or you shall have power, said God; you shall not have both.","Terás alegria ou terás poder, disse Deus; não terás ambos."
A man is made by the books he reads.,Um homem é feito dos livros que lê.
"When it is darkest, men see the stars.",É quando está mais escuro que os homens veem as estrelas.
"The results were not definitive, but I'm sure the DNA's a match.","Os resultados não foram definitivos, mas tenho certeza de que o DNA corresponde."
There is much documented evidence to prove evolution.,Há muitas evidências documentadas para provar a teoria da evolução.
I lost myself in your universe.,Eu me perdi no teu universo.
The soldiers guarded the bridge.,Os soldados protegiam a ponte.
I like to eat hot soup.,Eu gosto de tomar sopa quente.
It's a very decorative plant.,É uma planta muito decorativa.
He's not a bad person.,Ele não é uma pessoa ruim.
Many people have gathered.,Muitas pessoas se aglomeraram.
I was the only child to enroll in college.,Eu fui o único filho que ingressou na faculdade.
José showed himself to be a person of bad character.,José mostrou ser uma pessoa de mau caráter.
The city was founded in 573.,A cidade foi fundada em 573.
The president announced that the United States would put a satellite into orbit.,O presidente anunciou que os Estados Unidos colocariam um satélite em órbita.
Blood is the fluid responsible for the circulation of nutrients.,O sangue é o fluido responsável pela circulação dos nutrientes.
The heart is a muscle.,O coração é um músculo.
"Afterwards, we went to Bethlehem to see the statues.",Depois fomos a Belém ver as estátuas.
Do not do that.,Não faça isso.
He ate bread with butter.,Ele comeu pão com manteiga.
His program had enormous success.,O seu programa teve um enorme sucesso.
"Despite the government's protection, he was the victim of an assassination attempt which killed him.","Apesar da proteção do governo, ele sofreu um atentado que o matou."
His face was pale and his clothing humble.,"Sua cara era pálida e suas vestes, humildes."
"Mom, do you still remember how to do it?",A mãe ainda lembra como se faz?
Today I am very happy with my pregnancy.,Hoje estou muito feliz com minha gravidez.
He needed more time to complete the task.,Ele precisava de mais tempo para concluir a tarefa.
These birds don’t fly well but they are excellent runners.,"Estas aves não voam bem, mas são excelentes corredoras."
The Allies made a very unconvincing attempt to help the Russians.,Os Aliados fizeram uma tentativa pouco convincente de ajudar os russos.
Lunar eclipses can be total or partial.,Os eclipses lunares podem ser totais ou parciais.
The boy is jumping.,O menino está pulando.
I have a dentist appointment on Monday.,Tenho uma consulta com o dentista na segunda-feira.
The horse is jumping.,O cavalo está pulando.
The girl is jumping.,A menina está pulando.
The dog is jumping.,O cachorro está pulando.
Who is reading?,Quem está lendo?
Two children are sitting on the fence.,Duas crianças estão sentadas na cerca.
This is easy.,Isso é fácil.
This is difficult.,Isto é difícil.
"Goodnight, Mother.","Boa noite, mãe."
Have you stopped beating your wife?,Você parou de bater na sua mulher?
Augusto is my most beloved son.,Augusto é o meu filho mais adorado.
All Gaul is divided into three parts.,Toda a Gália está dividida em três partes.
So do you also speak English?,Então você também fala inglês?
I'm a doctor. How about you?,Eu sou médico. E você?
Don't you love cats?,Você não gosta de gatos?
Don't you hate dogs?,Você não odeia cães?
"Am I right in saying that, like me, you study Spanish?",Será que eu me engano ao dizer que você estuda espanhol como eu?
It's interesting that you speak French. I also speak it.,É interessante que você fale francês. Eu também o falo.
"I'm sorry, I don't follow.",Desculpe. Não estou conseguindo acompanhar.
I'm afraid I don't know what you mean.,"Infelizmente, não sei do que você está falando."
I'm not very good at speaking Arabic.,Eu não falo árabe muito bem.
I've never been very good at playing the piano.,Eu nunca fui bom em tocar piano.
I'm not very up on the latest computer trends.,Não estou muito por dentro das últimas tendências da informática.
I really don't know much about that.,Realmente não sei muito sobre isso.
Maybe you could enlighten me.,Talvez você possa esclarecer para mim.
Maybe you could fill me in.,Talvez você pudesse me colocar por dentro.
But I'd like to learn more.,Mas eu gostaria de saber mais.
You're asking the wrong person.,Você está perguntando à pessoa errada.
That's outside my area of expertise.,Isso está fora da minha especialidade.
I mean it when I say that I love you.,Eu falo sério quando digo que te amo.
I say in all sincerity.,Falo com toda a sinceridade.
I'm being sincere when I say that I love you.,Estou sendo sincero quando digo que te amo.
"I feel a little uncomfortable bringing this up, but I love you.","Eu não gosto muito de falar sobre isso, mas eu te amo."
"I hope you don't mind my mentioning this, but you know that I love you.","Espero que você não se importe com o que eu vou dizer, mas você sabe que eu te amo."
"If you don't mind my asking, why did you go out yesterday?",Posso perguntar por que você saiu ontem?
We don't have to talk about this now.,Não precisamos falar sobre isso agora.
I could be wrong.,Pode ser que eu esteja errado.
I'm no expert.,Não sou muito entendido.
That's what people say.,É o que as pessoas dizem.
Don't quote me on this.,Não diga que fui eu quem disse.
I don't know for sure.,Não sei ao certo.
It's hard to say for sure.,Não dá para afirmar com certeza.
"Of course, that's just me.",É claro que essa é apenas a minha opinião.
I'll get to it right away.,Farei isto imediatamente.
I'll have it ready for you by tomorrow.,Amanhã você já o terá.
It'll just take a second.,É rapidinho.
It should be no problem.,Sem problemas.
"OK, and what are you going to do for me?","Tá, e o que eu ganho com isso?"
And what do I get?,E eu ganho o quê?
I'll see what I can do.,Vou ver o que eu posso fazer.
I'm afraid I can't right now.,"Infelizmente, agora não dá."
I'm kind of busy right now.,Estou meio ocupado no momento.
Do you mind if I do it later?,Você se importa se eu fizer isso mais tarde?
When do you need it by?,É para quando?
My schedule's really full right now.,Estou meio ocupado estes dias.
I was wondering if there is any way you could deliver that today.,Estava pensando: será que é possível você entregar isso hoje?
I need to ask you for a little favor.,Preciso lhe pedir um favorzinho.
Don't worry if you can't.,"Se não puder, tudo bem."
My dog barks all the time.,Meu cachorro late o tempo todo.
Are you sure it's no trouble?,Você tem certeza de que não tem problema?
"Oh, sure.","Ah, claro."
I'd be glad to.,É um prazer.
What are friends for?,Para que servem os amigos?
"No, it's the least I can do.",Que é isso? É o mínimo que eu posso fazer.
It's no trouble. Really.,Não é incômodo nenhum. Sério.
It would be a pleasure.,Seria um prazer.
"Oh, you know what?","Olha, sabe de uma coisa?"
"I'm sorry, I can't.","Me desculpe, mas eu não posso."
I really wish I could help.,Bem que eu gostaria de ajudar.
Sorry about that.,Sinto muito por aquilo.
Maybe we could get together sometime and have lunch.,Poderíamos nos encontrar algum dia e almoçar juntos.
Do you like fishing? Maybe we could get together sometime.,Você gosta de pescar? Talvez pudéssemos ir juntos algum dia.
I'll have to see how my schedule looks.,Eu terei de ver como está a minha agenda.
I'll need to check my schedule.,Eu terei de consultar a minha agenda.
We'll play it by ear.,Vamos ver como ficam as coisas.
That sounds like a good idea.,Parece uma boa ideia.
Why don't I call you?,E se eu te ligar?
"Give me a call later, OK?","Me ligue mais tarde, tudo bem?"
Let me think about it.,Deixe-me pensar.
Let me check my schedule.,Deixe-me consultar a minha agenda.
It was the only way to go.,Esse foi o único jeito.
It seemed the best way forward.,Parecia ser o melhor modo de proceder.
What's your take on this?,O que você acha disso?
I'd like to hear what you have to say on this.,Eu gostaria de ouvir o que você tem a dizer sobre isso.
I don't know. What do you think?,Eu não sei. O que você acha?
Do cats see in the dark?,Os gatos enxergam no escuro?
This dog is staring at me as if it wanted to eat me.,Este cão olha para mim como se quisesse me comer.
The beaches of Huelva are very pretty.,As praias de Huelva são muito bonitas.
She's not a good cook.,Ela não é uma boa cozinheira.
I told him about my ideas but he dismissed them out of hand.,"Contei a ele sobre minhas ideias, mas ele as rejeitou completamente."
He's inclined to violence.,Ele tende à violência.
I'm still very tired.,Ainda estou muito cansado.
I am eating a cucumber.,Estou comendo um pepino.
A misfortune never comes alone.,Uma desgraça nunca vem só.
Thanks for mentioning that.,Obrigado por mencionar isso.
You've got a good idea.,Você tem uma boa ideia.
Interesting.,Interessante.
I have the impression that happiness is always a little further on.,Eu tenho a impressão de que a felicidade está cada vez mais distante.
The theater was too crowded.,O teatro estava lotado demais.
You have a sound point.,O que você diz faz sentido.
That's too much information to cover!,É muita informação para abordar!
You must mend your garment.,Você precisa remendar a sua roupa.
I can't tell you how much I love you.,Eu não tenho palavras para dizer o quanto eu te amo.
You know how much I appreciate your expertise.,Você sabe o quanto eu admiro a sua habilidade.
Glad I am to be working with you.,Estou feliz em trabalhar com você.
I don't know what we would do without you.,Eu não sei o que seria de nós sem você.
Your role here is so important.,O seu papel aqui é tão importante!
Why don't we form a study group?,Por que não formamos um grupo de estudos?
I heard you won. Congratulations!,Eu fiquei sabendo que você ganhou. Parabéns!
I'm really happy about your father.,Estou muito feliz pelo seu pai.
Is the tour going well?,O passeio está indo bem?
"Oh, by the way: congratulations on your success!","Aliás, parabéns pela sua vitória!"
You're so much better than me at playing the guitar.,Você toca violão muito melhor do que eu.
Maybe one day you could show me how it's done.,Talvez algum dia você possa me mostrar como se faz.
I wish I could sing like you do.,Eu queria poder cantar como você.
How do you draw so well? I've never been able to do that.,Como é que você desenha tão bem? Eu nunca consegui.
You're so good at writing. I'm terrible.,Você escreve tão bem! Eu sou terrível.
Do you agree that we should leave now?,Vocês concordam que deveríamos ir embora agora?
A transatlantic ship crosses the oceans.,Um navio transatlântico cruza o oceano.
There was a Brazilian girl in my class last year.,"No ano passado, havia uma menina brasileira em minha sala."
Do you have a problem with me staying?,A minha permanência lhe apresenta algum problema?
Do you mind if I leave for a few minutes?,Você se importa se eu sair por uns minutos?
I'm Alex. We met last week at the hotel.,Eu sou o Alex. Nós nos conhecemos no hotel na semana passada.
I don't know if you remember me.,Eu não sei se você se lembra de mim.
I really enjoyed the talk we had about politics.,Eu gostei muito da nossa conversa sobre política.
You mentioned something about my mother.,Você mencionou algo sobre minha mãe.
I found it fascinating what you were saying about global warming.,Eu achei fascinante o que você disse sobre aquecimento global.
We had a brief discussion about human rights.,Nós tivemos uma breve discussão sobre direitos humanos.
"I must admit, you're right.",Eu preciso admitir que você tem razão.
My math is a little rusty.,A minha matemática está um pouco enferrujada.
I don't have any information on that subject.,Eu não tenho nenhuma informação a respeito desse assunto.
That's a subject I know nothing about.,Esse é um assunto do qual eu não sei nada.
I plead ignorance.,Eu admito a minha ignorância.
Sometimes a ladder is a sign of bad luck.,Às vezes uma escada é sinal de azar.
The car is in front of the garage.,O carro está em frente à garagem.
I'm not familiar with that.,Eu não estou familiarizado com isso.
I don't believe I've ever heard of her.,Eu não me lembro de ter ouvido falar dela.
Sounds vaguely familiar.,Eu tenho uma vaga lembrança disso.
I'm a little out of touch with new technology.,Eu não estou muito por dentro das novas tecnologias.
I've probably heard of him somewhere.,Eu acho que já ouvi falar dele em algum lugar.
Haven't you ever heard of Rio de Janeiro?,Você nunca ouviu falar do Rio de Janeiro?
"Anyway, I won't take up any more of your time.","De qualquer forma, não pretendo tomar mais o seu tempo."
She was at the club at 8 o'clock.,Ela estava no clube às oito.
The children are going to the beach today.,As crianças vão à praia hoje.
The children are talking to their parents at this moment.,As crianças estão falando com os pais neste momento.
So... you were saying?,Então... o que você estava dizendo?
You were saying...?,Você estava dizendo...?
Jack's book is interesting.,O livro de Jack é interessante.
Sorry for the interruption.,Sinto interromper.
Please continue.,"Por favor, continue."
I waved goodbye and then walked away.,Eu me despedi e aí fui embora.
"OK, no problem.","Tá bom, não tem problema."
"OK, no big deal.","Tudo bem, não faz mal."
"OK, this is nothing we can't handle.","Bem, não é nada que não esteja ao nosso alcance."
We can deal with this.,Nós podemos lidar com isto.
It's only a minor setback.,É só um contratempo.
These things happen.,Essas coisas acontecem.
Our negotiations to lower export taxes suffered a big setback.,As nossas negociações para reduzir as tarifas de exportação sofreram um grande baque.
This is serious.,Isto é sério.
We have to do something about this.,Temos de fazer algo a respeito disto.
Fred is going to Europe on Monday.,Fred vai à Europa na segunda.
Many buildings in New York don't have a thirteenth floor.,"Em Nova York, muitos edifícios não têm o décimo terceiro andar."
"There are over 2,500 types of snakes in the world.",Há mais de 2500 tipos de cobras no mundo.
Even poisonous snakes will only attack if they feel threatened.,Até mesmo as cobras peçonhentas só atacam quando se sentem ameaçadas.
Which snake has the longest fangs?,Qual é a cobra que tem as maiores presas?
"The inland taipan, a snake found in Australia, is the most venomous snake in the world.","A taipan, uma cobra encontrada na Austrália, é a cobra mais venenosa do mundo."
"And lead us not into temptation, but deliver us from evil.","E não nos deixeis cair em tentação, mas livrai-nos do mal."
Which snake is the fastest in the world?,Qual é cobra a mais rápida do mundo?
"The world is divided into people who do things and people who get the credit. Try, if you can, to belong to the first class. There’s far less competition.","O mundo se divide entre pessoas que fazem as coisas e pessoas que levam o crédito. Tente, se puder, pertencer à primeira classe. Há bem menos competição."
Who was Mona Lisa?,Quem foi Mona Lisa?
The Mona Lisa is probably the most famous painting ever created.,A Mona Lisa é provavelmente o quadro mais famoso já criado.
The Mona Lisa was painted by Leonardo da Vinci.,A Mona Lisa foi pintada por Leonardo da Vinci.
"The painting is in the Louvre, Paris.","A pintura está no Louvre, Paris."
Power is the great aphrodisiac.,O poder é o maior afrodisíaco.
This watch of mine never stops.,Este meu relógio é incansável.
We will see whether he will recognize me or not.,Vamos ver se ela me reconhecerá ou não.
There were six people at the concert last week.,Na semana passada havia seis pessoas no concerto.
That group of people almost disappeared.,Aquele grupo de pessoas quase desapareceu.
You should give this task to some other person.,Você deveria dar essa tarefa a outra pessoa.
The German domination didn't last very long.,A dominação alemã não se prolongou por muito tempo.
In each beehive there can only be one queen.,Em cada colmeia só pode haver uma única rainha.
Thousands of people went to the beach to see the dolphin.,Milhares de pessoas foram à praia para ver o golfinho.
"That type of temple influenced all of the Middle East, mainly Egypt.","Esse tipo de templo influenciou todo o Oriente Médio, principalmente o Egito."
The worst is already over.,O pior já passou.
Would you like me to tell the truth?,Você quer que eu lhe diga a verdade?
"Around the year 174 AD, his people revolted against Rome.","Por volta do ano 174 d.C., seu povo se rebelou contra Roma."
"When he returned, he brought a baseball cap and gave it as a present to his friend.","Quando ele voltou, trouxe um boné e o deu de presente para o amigo."
Japanese cars are very popular.,Os carros japoneses são muito populares.
I want to visit the ruins of Machu Picchu.,Quero visitar as ruínas de Machu Picchu.
I live at 337 Augusta Street.,"Moro na Rua Augusta, 337."
Luís Coelho Street intersects Augusta Street.,A Rua Luís Coelho corta a Rua Augusta.
Mr. García is very nice.,O Sr. García é muito simpático.
I saw Professor Gómez yesterday.,Eu vi a professora Gómez ontem.
"Good afternoon, Professor Pérez.","Boa tarde, professor Pérez."
"I liked ""Rebel Without a Cause"" very much.","Eu gostei muito de ""Rebelde sem causa""."
Are you Andalusian?,Você é andaluz?
This bed is cold.,Esta cama está fria.
Michael gave it to Dora.,Miguel o deu a Dora.
Did you hear Hillary's speech?,Você ouviu o discurso de Hillary?
I had a class with Mrs. Tortello.,Eu tive uma aula com a dona Tortello.
I will request references about you.,Eu pedirei referências suas.
The Brazilian army got ready for the attack.,O exército brasileiro preparou-se para o ataque.
The Garcías have not arrived yet.,Os Garcías ainda não chegaram.
The Morales are in the living room.,Os Morales estão na sala.
"Dad, here's the coffee.","Papai, aqui está o café."
"Mom, come with me to the store.","Mamãe, venha comigo à loja."
Tell Dad to come.,Diga ao papai que venha.
Mr. Bush is a president.,O Sr. Bush é um presidente.
Prague is very beautiful.,Praga é muito bonita.
I am not Czech.,Eu não sou tcheco.
You are our new neighbor.,Você é nosso novo vizinho.
The man that I see is very tall.,O homem que eu estou vendo é muito alto.
Did you read the book that won the prize?,Você leu o livro que ganhou o prêmio?
I'll give a copy to anyone who asks for it.,Eu darei uma cópia a qualquer um que pedir.
I live in the house my father built.,Eu moro na casa que o meu pai construiu.
I’ll give you that article.,Eu vou lhe passar aquele artigo.
I'll give you the article I wrote on that matter.,Eu vou lhe passar o artigo que escrevi sobre esse tema.
He cut it with the knife.,Ele o cortou com a faca.
He cut it with the knife that he received as a present from his brother.,Ele o cortou com a faca que ganhou de presente do irmão.
They bought a house in Connemara last year.,No ano passado eles compraram uma casa em Connemara.
They bought a house last year in the place where we’re going on vacation.,No ano passado eles compraram uma casa no lugar onde passaremos as férias.
The woman who lives next door is working for the Civil Service now.,Atualmente a mulher que mora ao lado está trabalhando como funcionária pública.
There's a man at the door who wants to talk to you.,Há um homem à porta que quer falar com você.
He saw an old friend last week whom he hadn’t seen in years.,Na semana passada ele viu um velho amigo que estivera anos sem ver.
I thought I saw someone there.,Eu pensei que tinha visto alguém ali.
Colm is the person I thought I saw.,Colm é a pessoa que eu pensei ter visto.
He's doing something there.,Ele está fazendo alguma coisa lá.
It's a new book.,É um novo livro.
I like the picture that I see there.,Eu gosto da foto que estou vendo aí.
Will you do the work that Seosamh didn't do?,Você vai fazer o serviço que Seosamh não fez?
The people who left yesterday are from Scotland.,As pessoas que foram embora ontem são da Escócia.
She doesn't like the food that Bríd makes.,Ela não gosta da comida que Bríd faz.
The priest who speaks French will be here next week.,O padre que fala francês estará aqui na semana que vem.
Peige is the person who will finish the work.,Peige é a pessoa que terminará o trabalho.
I don't understand the questions that the teacher asks.,Eu não entendo as perguntas que o professor faz.
I bought a book that will be very interesting.,Eu comprei um livro que será muito interessante.
What will be happening on Thursday?,O que acontecerá na quinta?
What do you do in London?,O que você faz em Londres?
"If a figure has three sides, it is a triangle.","Se uma figura tem três lados, ela é um triângulo."
Who was not here?,Quem não estava aqui?
What did he not buy?,O que ele não comprou?
China is a large country.,A China é um país grande.
Which food do you prefer?,Qual comida você prefere?
Which people will be here?,Quais pessoas estarão aqui?
Which woman was talking to you?,Qual mulher estava falando com você?
When was he here before?,Quando ele havia estado aqui?
When will you come back?,Quando é que você vai voltar?
How long will they stay?,Quanto tempo eles ficarão?
How often do you see her?,Com que frequência você a vê?
How's the work going?,Como vai o trabalho?
How was the night?,Como foi a noite?
What will you drink?,O que você vai beber?
Who said that?,Quem disse isso?
Which newspaper would you prefer?,Qual jornal você preferiria?
Who lives in that house?,Quem mora naquela casa?
Which film did you see?,Que filme vocês estão vendo?
Whose food is this?,De quem é esta comida?
What does she do in the summer?,O que ela faz no verão?
How did you do it?,Como é que você fez isto?
Who did you see at the theatre?,Quem você viu no teatro?
The weather is beautiful.,O tempo está bom.
What is the weather like?,Como está o tempo?
Is the weather nice?,O tempo está bom?
Is this it?,É isso?
Is she nice?,Ela é agradável?
I see a house.,Estou vendo uma casa.
I see the house.,Estou vendo a casa.
I see this.,Estou vendo isto.
I see this house.,Estou vendo esta casa.
I see that it is raining.,Eu estou vendo que está chovendo.
I see your house.,Estou vendo a sua casa.
I see his house.,Estou vendo a sua casa.
I see myself.,Estou me vendo.
Show me yours!,Mostre-me o seu!
I would like that kind.,Eu gostaria daquele tipo.
They see each other.,Eles estão se vendo.
Which one would you like?,Você gostaria de qual?
Which book would you like?,Você gostaria de qual livro?
We're walking in the park.,Estamos caminhando no parque.
Mari works for a large firm.,Maria trabalha numa grande empresa.
I go into the city every day.,Eu vou à cidade todos os dias.
I will be working all day tomorrow.,Trabalharei o dia todo amanhã.
Next week I’m going to the Balaton.,Eu vou ao Balaton na próxima semana.
I'll do my homework later.,Vou fazer meu dever de casa depois.
"I go into the store, and who do I see? An American friend, who immediately begins to tell me what has been going on with him since we last met.","Eu vou à loja e sabe quem eu vejo? Um amigo americano, que imediatamente começa a me contar o que tem acontecido com ele desde a última vez que nos encontramos."
Lajos said that he wants to live in Szeged.,Lajos disse que quer morar em Szeged.
Lajos said that three years ago he wanted to live in Szeged.,Lajos disse que queria morar em Szeged três anos atrás.
I have been working in the library since January.,Estou trabalhando na biblioteca desde janeiro.
How long have you been studying Hungarian?,Há quanto tempo você estuda húngaro?
I became a woman.,Eu me tornei uma mulher.
Yesterday we were biking in the woods.,Ontem estávamos andando de bicicleta na mata.
They vacationed in France last year.,No ano passado eles passaram as férias na França.
I finished the work.,Terminei o trabalho.
I have read the book.,Eu li o livro.
I was reading the book.,Eu estava lendo o livro.
"In the morning I usually drink coffee, in the evening I drink tea.","De manhã eu costumo tomar café; à noite, chá."
"In the old days we would go ice skating in the winter, but now we are too old.","Antigamente esquiávamos durante o inverno, mas agora estamos velhos demais para isso."
"When I have finished my lunch, I will lie down for an hour.","Quando eu tiver terminado meu almoço, eu me deitarei por uma hora."
As soon as I have written the letter I will rush to the post office.,"Assim que eu terminar de escrever a carta, irei ao correio."
Come here!,Venha cá!
Please close the door!,"Feche a porta, por favor."
Don't leave!,Não saia!
Don’t eat that apricot!,Não coma aquele damasco!
Don’t anyone bother me!,Que ninguém me perturbe!
Do it!,Faça-o!
Walk slowly!,Ande devagar!
Don't open the window!,Não abra a janela!
Let's eat already!,Vamos comer já!
Let’s go to the movies!,Vamos ao cinema!
Let’s not get up early tomorrow!,Não nos levantemos cedo amanhã!
Let him stay home if he wants!,Deixe-o ficar em casa se ele quiser!
Let me buy this car!,Deixe-me comprar este carro!
Should I tell them the truth?,Eu deveria lhes contar a verdade?
They asked whether they should write down the new words.,Eles perguntaram se deviam anotar as palavras novas.
Did you inquire as to whether you should leave?,Você perguntou se devia sair?
"Could he, he would open 8 days a week.","Se ele pudesse, abriria oito dias por semana."
I bought a car in Derry yesterday.,Comprei um carro em Derry ontem.
It's a car that I bought in Derry yesterday.,É um carro que eu comprei em Derry ontem.
It’s in Derry that I bought a car yesterday.,Foi em Derry que eu comprei um carro ontem.
I'll wear the blue dress.,Usarei o vestido azul.
It's your children who were late.,São seus filhos que estão atrasados.
We'll be leaving tomorrow.,Estaremos indo embora amanhã.
I bought the car.,Comprei o carro.
I was talking to my family.,Eu estava falando com a minha família.
She is making dinner.,Ela está fazendo a janta.
He broke the window.,Ele quebrou a janela.
You'll fall!,Você vai cair!
"The fact is, he broke the window.",O fato é que ele quebrou a janela.
You’re really going to fall!,Você vai cair mesmo!
What he said was that he was satisfied.,O que ele disse é que estava satisfeito.
What you saw was a dolphin.,O que você viu era um golfinho.
The one who did it was Éamonn.,Quem fez aquilo foi o Éamonn.
What they did was break the window.,O que eles fizeram foi quebrar a janela.
What I'll do is clean the room.,O que eu vou fazer é limpar a sala.
Will you really come?,Você virá mesmo?
Is it you who'll buy the food?,É você quem comprará a comida?
Did they come today?,Eles vieram hoje?
He's a journalist.,Ele é jornalista.
Tom is my brother.,Tomás é o meu irmão.
Yesterday is when I bought a car.,Foi ontem que eu comprei um carro.
It's a car that I bought.,É um carro que eu comprei.
No comment.,Sem comentários.
"What are we talking about, seriously?","Do que estamos falando, sério?"
What I want now is ice cream.,O que eu quero agora é um sorvete.
You’ll break your neck!,Você vai quebrar o pescoço!
My brother is a professor.,O meu irmão é professor.
I met Mattias in Spain.,Eu conheci Mattias na Espanha.
"It's tomorrow that you're leaving, isn't it?","É amanhã que você vai embora, não é?"
Bríd has the money.,Bríd está com o dinheiro.
It wasn't me that ate the last piece of cake.,Não fui eu quem comeu o último pedaço de bolo.
It's a beautiful day.,Está um dia lindo.
We'll leave at eight o'clock.,Partiremos às oito horas.
"I saw Eibhlín at the library, not Sorcha.","Vi Eibhlín na biblioteca, não Sorcha."
That is the house that I stay in.,Aquela é a casa onde eu fico.
That is the woman they stay with.,Aquela é a mulher com quem eles ficam.
Those are the children you'll be giving the book to.,Aquelas são as crianças a quem você dará o livro.
Who are the people I saw her with?,Quem são as pessoas que eu vi com ela?
The man that you'll get a letter from is on holiday now.,O homem de quem você receberá uma carta está de folga agora.
Michael Jackson has died.,Michael Jackson morreu.
I see the children who had a cold.,Eu estou vendo as crianças estavam resfriadas.
Is that the woman who knows the answer?,É aquela a mulher que sabe a resposta?
That's the man whose wife died.,Aquele é o homem cuja mulher faleceu.
That's the woman whose son is sick.,Aquela é a mulher cujo filho está doente.
That's the house I stayed in.,Aquela é a casa que eu fiquei.
That's the woman they stayed with.,Aquela é a mulher com quem eles ficaram.
Those are the children you gave the book to.,Aquelas são as crianças a quem você deu o livro.
Those are the people whose car I repaired.,Aquelas são as pessoas cujos carros eu consertei.
That's the house they were living in.,Aquela é a casa em que eles estavam vivendo.
That's the woman I got a message from.,Foi daquela mulher que eu recebi uma mensagem.
The car is Brian’s.,O carro é do Brian.
Which house do you stay in?,Em qual casa você fica?
Where is your brother?,Onde está o seu irmão?
Which woman do you stay with?,Com qual mulher você fica?
Which teachers were you talking to?,Com quais professores vocês estavam falando?
Which chair did you put the book on?,Em qual cadeira você colocou o livro?
Which woman's son is sick?,O filho de qual mulher está doente?
Who do you stay with?,Com quem você fica?
To whom did you give the book?,A quem você deu o livro?
What were you talking about?,Do que vocês estavam falando?
Whose book is here?,O livro de quem está aqui?
Whose is it?,De quem é?
Are all the books on the table?,Todos os livros estão sobre a mesa?
How did he do it?,Como ele o fez?
"Well, I'll surely ask again.","Bom, eu certamente perguntarei de novo."
"Just a second, please. Straight and then to the right, is that it?","Um segundo, por favor. Seguir reto e então virar à direita, é isso?"
"So, straight on, then right, and then?","Então, seguir reto, à direita, e depois?"
How far is it to Brno?,A que distância de Brno?
Is this the right way to the railway station?,Este é o caminho certo para ir à estação ferroviária?
Is it still far from here?,Ainda está longe?
Where am I now?,Onde estou agora?
You're going in the wrong direction.,Você está indo na direção errada.
You have to go back.,Você precisa voltar.
I am probably lost.,Estou provavelmente perdido.
You will take the second street.,Você vai pegar a segunda rua.
It's really worth it.,Realmente vale a pena.
Show it to me on the map.,Mostre-o para mim no mapa.
Here I have the map.,Aqui eu tenho um mapa.
I work at the embassy.,Trabalho na embaixada.
I will do the homework.,Farei o dever de casa.
In case you will need anything.,Caso você precise de algo.
