English,Portuguese
"I missed the last bus, and was obliged to walk home in the rain.","Perdi o último ônibus, e fui obrigado a andar até em casa na chuva."
Are you saying my life is in danger?,Você está dizendo que minha vida corre perigo?
Would you like to play tennis on Sunday?,Você gostaria de jogar tênis no domingo?
All the cherry trees in the park are in full bloom.,Todas as cerejeiras no parque estão plenamente floridas.
The trouble is that he thinks only of himself.,O problema é que ele pensa apenas em si mesmo.
She was dressed in rich silks.,Ela estava vestindo ricas sedas.
Mr Brown is a doctor.,O Sr. Brown é médico.
"No matter where you go, you will be welcomed.","Em qualquer lugar para onde vá, você será bem-vindo."
Mr Johnson is a lawyer. He will be having three clients this afternoon.,O Sr. Johnson é advogado. Ele vai atender três clientes esta tarde.
She knows how to do the crawl.,Ela sabe nadar estilo crawl.
This screwdriver is too small to be any use.,Esta chave de fenda é pequena demais para ser usada.
John was standing alone in the room with his arms folded.,"John estava em pé, sozinho, no quarto com seus braços cruzados."
Man is a social animal.,O homem é um animal social.
He told me he would go to Venice.,Ele me disse que iria para Veneza.
Her socks are gray.,Suas meias são cinza.
He's good by nature.,Ele é bom por natureza.
Do you suffer from seasonal allergies?,Você sofre de alergias estacionais?
He admitted that he was guilty.,Admitiu que era culpado.
He made up his mind to be a fireman.,Ele decidiu ser um bombeiro.
"Before I forget, I will tell you.","Antes que eu me esqueça, eu vou te contar."
I don't like this one.,Deste eu não gosto.
He will play tennis with his friends.,Ele irá jogar ténis com os seus amigos.
This is what I need.,Disto é o que eu preciso.
I think we had better wait another thirty minutes.,Acho que é melhor que esperemos mais trinta minutos.
He is angry with you.,Ele está com raiva de você.
Put this into English.,Coloque isso em inglês.
I usually go to bed at nine.,Geralmente vou para cama às nove.
He had the ambition to be prime minister.,Ele tinha a ambição de ser primeiro ministro.
"Sorry, I don't think I'm gonna be able to.","Sinto muito, acho que não serei capaz."
Pass me the salt.,Passe-me o sal.
I'm going.,Estou indo.
She cut a cake in two.,Ela cortou um bolo em dois.
They are actors.,Eles são atores.
I wouldn't like to live there.,Eu não gostaria de morar ali.
The experiment failed.,O experimento falhou.
Next time bring me that book without fail!,"Da próxima vez, traga-me aquele livro sem falta!"
"No matter how interesting magic shows may be, I don't like them so much.","Não importa o quão interessante podem ser os espetáculos de mágica, eu não gosto muito deles."
We had six guests to dinner.,Nós tínhamos seis convidados para o jantar.
Please turn off the television.,"Por favor, desligue a televisão."
The patient was hot with fever.,O paciente não estava com febre.
The bridge was built by the Romans.,A ponte foi construída pelos romanos.
"Will you have another slice of pie? ""Yes, please.""","Você quer outro pedaço de bolo? ""Sim, por favor."""
Have you ever gone climbing on rocks?,Você já escalou rochas?
Takeshi raised his hand to ask a question.,Takeshi levantou a mão para fazer uma pergunta.
I see Dana and Corina.,Eu vejo Dana e Corina.
This is the place where the incident took place.,Esse é o lugar onde o incidente ocorreu.
Where's the nearest art gallery?,Onde fica a galeria de arte mais próxima?
Your daughter's on drugs.,Sua filha está drogada.
His niece is attractive and mature for her age.,Sua sobrinha é atraente e madura para sua idade.
I would like to tell you something.,Gostaria de te dizer uma coisa.
He planned the project along with his colleagues.,Ele bolou o projeto ao lado de seus colegas.
This TV show is catching on now.,Esse show está ficando popular agora.
She was fatter ten years ago than she is now.,Ela era mais gorda há dez anos do que agora.
I once wanted to be an astrophysicist.,Uma vez eu quis ser um astrofísico.
"What time is it, anyway?","Em todo caso, que horas são?"
She deliberately ignored me on the street.,Ela deliberadamente me ignorou na rua.
His advice was very helpful.,O seu conselho foi muito útil.
You've got to be crazy to do something like that.,Você tem que ser maluco para fazer alguma coisa assim.
"That's one small step for man, one giant leap for mankind.","Esse é um pequeno passo para o homem, mas um grande salto para a humanidade."
He doesn't have the capacity to be president.,Ele não tem capacidade de ser presidente.
That book is a new book.,Este livro é um livro novo.
Golf is now within the reach of everyone.,O golfe agora está ao alcance de todos.
Most people in the village objected to the plan.,A maioria das pessoas na vila era contra o plano.
I miss you very much.,Estou com muitas saudades de você.
Don't leave the bathroom in such a mess.,Não deixe o banheiro nessa bagunça.
Don't speak with your mouth full.,Não fale de boca cheia.
I can't do anything.,Não posso fazer nada.
I expect your help.,Conto com sua ajuda.
The bus drivers are on strike today.,Os motoristas de ônibus estão de greve hoje.
The telephone was ringing when I got home.,O telefone estava tocando quando eu cheguei em casa.
Why do people kill themselves?,Por que as pessoas se matam?
"They're all fine, thanks.","Estão todos bem, obrigado."
That is out of the question.,Isso está fora de questão.
I am a writer rather than a teacher.,Eu sou um escritor ao invés de um professor.
He married his daughter to a rich man.,Ele casou a filha com um homem rico.
Children like playing on the beach.,As crianças gostam de brincar na praia.
There was a lot of snow last year.,Havia muita neve no ano passado.
Our baby isn't speaking yet.,O nosso bebé ainda não fala.
Do you feel at home anywhere?,Você se sente em casa em qualquer lugar?
The scientist insisted on proceeding with the research.,O cientista insistiu em continuar com a pesquisa.
She is happy.,Ela está feliz.
What are you looking at?,O que você está procurando?
Is this seat taken?,Este assento está ocupado?
He tried to convince them of his innocence.,Ele tentou convencê-los da inocência dele.
He is a British teacher who teaches us English.,Ele é um professor britânico que nos ensina inglês.
Soccer is more popular in Japan than it used to be.,O futebol agora é mais popular no Japão do que ele costumava ser.
What's that?,O que é aquilo?
I don't think he'll be able to do it by himself.,Eu não acho que ele poderá fazer isso por conta própria.
She cannot be here so early.,Ela não pode ter chegado tão cedo.
He left his son a large fortune.,Deixou uma grande herança ao filho.
The sky lightened as it stopped raining.,O céu se iluminava conforme a chuva parava.
"Open an image and select an image layout. Click ""Open"" for opening an image. Click ""Quit"" for quitting the program. ""Image Layout"" feature allows you to view in any layout.","Abra uma imagem e selecione o layout de imagem. Clique ""Abrir"" para abrir uma imagem. Clique ""Sair"" para encerrar o programa. ""Layout de Imagem"" permite a você ver a imagem em qualquer layout."
Allow me to know in advance when you are coming up to Tokyo.,Avise-me com antecedência quando você estiver vindo a Tóquio.
"Yesterday was Tuesday, 2010, January the 26th.","Ontem foi terça-feira, 2010, 26 de janeiro."
Almost all the students enjoy their school life.,Quase todos os estudantes desfrutam de sua vida escolar.
You arrived at the moment I left.,Você chegou na hora que eu saí.
He is the last person to give away the secret.,Ele será a última pessoa a revelar o segredo.
A truck hit the dog.,Um caminhão atropelou o cachorro.
This book is smaller.,Este livro é menor.
"One step further, and you will fall into an abyss.","Se der mais um passo, você vai cair num abismo."
I must write down his address before I forget it.,Eu devo anotar seu endereço antes que esqueça.
The plants died for lack of water.,As plantas morreram por falta de água.
Jim promised me not to come again.,Jim prometeu-me não vir novamente.
The car got stuck in the mud.,O carro atolou-se no barro.
It is of great significance in this experiment to accelerate the particle M in the horizontal direction.,É de grande significância neste experimento acelerar a partícula M na direção horizontal.
He would be the last man to break his word.,Ele seria o último homem a quebrar suas promessas.
He wears shoes but wears no socks.,"Ele está usando sapatos, mas não está usando meias."
I am completely accustomed to this kind of work now.,Estou completamente acostumado com este tipo de trabalho agora.
They sell sugar at the store.,Vende-se açúcar na loja.
Life begins when you pay taxes.,A vida começa quando você paga impostos.
What does your father do?,O que o seu pai faz?
He will pay 20 dollars at most.,Ele vai pagar no máximo 20 dólares.
What time is it? he wondered.,Que horas são? ele pensou.
I am able to drive a car.,Eu consigo dirigir um carro.
The bridge is very long and very tall.,A ponte é multo longa e muito alta.
He is not available.,Ele não está disponível.
We use a dictionary to look up the meaning of words.,Usamos um dicionário para procurar o significado das palavras.
I need anti-itch ointment.,Preciso de creme contra picadas.
There are forty students in our class.,Há quarenta alunos na nossa classe.
I need some good advice.,Preciso de conselhos bons.
I've clean forgotten.,Eu esqueci completamente.
They are Christians.,Eles são cristãos.
I quit smoking.,Eu parei de fumar.
We don't have sugar.,Não temos açúcar.
That's a good idea.,Essa é uma boa ideia.
It was not clear what she said.,Não ficou claro o que ela disse.
He would not go with me for anything.,Ele não iria comigo por nada.
"Julien wears round glasses, like John Lennon.","Julien usa óculos redondos, como John Lennon."
Please bring me a half-bottle of wine.,"Por favor, traga-me meia garrafa de vinho."
"There are 10 types of people in the world: those who understand binary, and those who don't.",Há 10 tipos de pessoas no mundo: aquelas que entendem binário e aquelas que não entendem.
I can't forgive him for what he did.,Eu não posso perdoá-lo pelo que ele fez.
We were attacked by swarms of bees.,Fomos atacados por um enxame.
They eat with a knife and fork.,Eles comem com garfo e faca.
Call me this evening.,Me liga hoje à noite.
Let's go to a movie.,Vamos ver um filme.
My name is Yamada.,Meu nome é Yamada.
He didn't so much as greet us whenever he met us.,Ele nem sequer nos cumprimentava toda a vez que nos encontrávamos.
I've suddenly lost weight.,Perdi peso de repente.
Rie and I went to the same school.,Rie e eu fomos para a mesma escola.
He always puts himself first.,Ele sempre se coloca em primeiro lugar.
His wife doesn't seem ugly to me.,Sua esposa não me parece feia.
He has a very vivid imagination.,Ele tem uma imaginação muito fértil.
He cannot have done such a thing.,Ele não pode ter feito tal coisa.
I must have my watch repaired.,Preciso consertar meu relógio.
I don't know where we'll arrive.,Não sei aonde vamos chegar.
Why is your mouth so big?,Por que a sua boca é tão grande?
Could you bring me another hot towel?,Você poderia me trazer outra toalha quente?
"Cheese is a solid food made from the milk of cows, goats, sheep, and other mammals.","O queijo é um alimento sólido elaborado a partir do leite de vaca, cabra, ovelha e outros mamíferos."
What are you interested in?,Em que você se interessa?
Dad bought a camera.,Papai comprou uma câmera.
I can't imagine life without you.,Eu não posso imaginar a vida sem você.
Most Europeans cannot tell a Japanese from a Chinese.,A maioria dos europeus não consegue distinguir um japonês de um chinês.
I remember having a hot discussion about the matter with him.,Eu lembro de ter tido uma discussão calorosa sobre o problema com ele.
We're old friends.,Nós somos velhos amigos.
We're ready to leave.,Estamos prontos para sair.
They attained their goal.,Eles alcançaram o seu objetivo.
He couldn't run very fast.,Ele não conseguiu correr tão rápido.
Keep in touch!,Mantenha contato!
He began to work for that company last year.,Ele começou a trabalhar nessa empresa no ano passado.
She lives in an apartment alone.,Ela mora sozinha num apartamento.
I know nothing except that she left last week.,Eu não sei nada exceto que ela partiu semana passada.
Give me the book.,Dê-me o livro.
This knife was very useful to me.,Essa faca foi muito útil para mim.
I'd like to get home by five.,Eu gostaria de chegar em casa até às 5 horas.
"On the one hand, you are wrong, but on the other hand, I can't blame you for that.","Por um lado, você está errado, mas por outro, não posso culpá-lo por isso."
Is there life on other worlds?,Existe vida em outros mundos?
Did you go to Ming's party last Saturday?,Você foi à festa de Ming no sábado passado?
You don't have to work today.,Você não precisa trabalhar hoje.
The steam has fogged my glasses.,O vapor embaçou meus óculos.
This watch is a new type.,Este relógio é de um modelo novo.
I don't understand.,Eu não entendo.
Tom is not fond of pets.,Tom não gosta de animais de estimação.
Don't open your book.,Não abra seu livro.
The bus stop is five minutes' walk from here.,O ponto de ônibus fica a cinco minutos daqui.
These gases can lead to global warming.,Estes gases podem levar ao aquecimento global.
I spent last Sunday reading a novel.,Eu passei o último domingo lendo um romance.
Fever indicates sickness.,Febre indica doença.
He made a resolve to stop smoking.,Ele resolveu parar de fumar.
I've seen an article on the Tatoeba blog about a new version coming soon. Have you read it?,Eu vi um artigo no blog do Tatoeba sobre uma nova versão sendo lançada em breve. Você leu esse artigo?
It may freeze next week.,Pode ser que vá gear na semana que vem.
"My father gave me a watch, but I lost it.",Meu pai me deu um relógio mas eu o perdi.
None of the girls are students.,Nenhuma das garotas é estudante.
Do you like Japanese dishes?,Você gosta dos pratos japoneses?
My briefcase is full of papers.,Minha maleta está cheia de papéis.
We'll never reach London before dark.,Nunca vamos chegar a Londres antes de escurecer.
Australians are supposed to have a relaxed and laid-back attitude to life.,Atribui-se aos australianos uma atitude relaxada e tranquila em relação à vida.
The dragon is an imaginary creature.,O dragão é uma criatura imaginária.
We need another person to play cards.,Precisamos de outra pessoa para jogar cartas.
"I haven't seen anyone that enjoyed a better life than his, even though his living conditions were terrible.","Nunca vi ninguém desfrutar de uma vida melhor que a sua, embora suas condições fossem péssimas."
What's your daughter's name?,Como se chama sua filha?
It seems that his father is a lawyer.,Parece que seu pai é advogado.
Please pardon me for coming late.,"Por favor, me perdoe por chegar tarde."
You had better do as I suggest.,É melhor que você faça como eu sugiro.
Slight inattention can cause a great disaster.,Uma ligeira desatenção pode causar um grande desastre.
I fell asleep.,Eu adormeci.
Say hello to your friends.,Diga oi para as suas amigas.
What is difficult about Japanese is how characters are used in its writing system.,O difícil no japonês é como os caracteres são usados no seu sistema de escrita.
"Are you students? ""Yes, we are.""","Vocês são alunos? ""Somos, sim."""
Somebody touched me.,Alguém me tocou.
Come whenever you like.,Venha quando quiser.
Don't speak so fast.,Não fale tão depressa.
"Of all these cakes, I like this one best.","De todos esses bolos, gosto mais deste aqui."
Please go to the bank.,"Por favor, vá ao banco."
He has a car which I gave to him.,Ele tem um carro que eu dei para ele.
Is there any sugar in the pot?,Tem açúcar no pote?
I'll call you back.,Eu ligo de volta.
Her occupation is teaching.,Sua profissão é ensinar.
"How do you say ""thank you"" in Japanese?","Como se diz ""obrigado"" em japonês?"
"When I first met him, I was taken aback by his unexpected question.","Quando me encontrei com ele pela primeira vez, fiquei surpreso com a sua pergunta inesperada."
Excuse me. I'd like to rent a car.,"Com licença, eu gostaria de alugar um carro."
Why did he do that?,Por que ele fez isso?
Don't forget to talk with him tomorrow.,Não te esqueças de falar com ele amanhã.
She makes me happy.,Ela me faz feliz.
We need to help each other.,Nós precisamos ajudar um ao outro.
"The store sells foodstuffs, such as butter, cheese, and sugar.","A loja vende alimentos, tais como manteiga, queijo e açúcar."
He loves you very much.,Ele te ama muito.
She always gets up at six.,Ela sempre se levanta às seis.
Nara is as old as Kyoto.,Nara é tão velha quanto Kyoto.
"Which do you like better, physics or chemistry?",De qual você gosta mais: de física ou de química?
That's the meat of a hen.,Isso é carne de galinha.
Now it's time to say good night.,Agora é hora de dizer boa noite.
The dog always barks at me.,O cão sempre late para mim.
"Beautiful weather, isn't it?","Que bonito está o tempo, né?"
"I caught a cold, and I have a fever.",Peguei um resfriado e estou com febre.
He is a good swimmer.,Ele é um bom nadador.
This land is my property.,Esta terra é de minha propriedade.
I received an invitation.,Recebi um convite.
She told me she knew my brother.,Ela me contou que conhecia o meu irmão.
She has a picture.,Ela tem uma figura.
The girl was badly injured in the traffic accident.,A menina foi gravemente ferida no acidente de carro.
I had a horrible dream last night.,Eu tive um sonho horrível na noite passada.
We are getting off at the next station.,Nós vamos descer na próxima estação.
There is nothing in the world but teaches us some good lesson.,Não há nada no mundo que não nos ensine algumas boas lições.
I come from Brazil.,Eu venho do Brasil.
"Genius must be born, and never can be taught.","O gênio precisa nascer, e nunca pode ser ensinado."
I don't know for certain who he is.,Não estou seguro de quem seja.
Whose notebook is that?,De quem é esse caderno?
There are all kinds of flowers in that garden.,Há todos os tipos de flores naquele jardim.
I do not sleep well.,Eu não durmo bem.
Who were you talking with?,Com quem estavas a falar?
Russian is very difficult to learn.,Russo é muito difícil de aprender.
"I was tired, but continued working.","Estava cansado, mas continuei trabalhando."
"Spirit, are you there?","Espírito, você está aí?"
He is eating.,Ele está comendo.
I want to go to Lviv...,Quero ir a Lviv.
Her first appearance on the stage was in 1969.,A estreia dela nos palcos foi em 1969.
"Motherhood and childhood are entitled to special care and assistance. All children, whether born in or out of wedlock, shall enjoy the same social protection.","A maternidade e a infância têm direito a cuidados e assistência especiais. Todas as crianças nascidas dentro ou fora do matrimônio, gozarão da mesma proteção social."
I think that Juan likes María.,Eu acho que Juan gosta de María.
Those dogs are big.,Aqueles cães são grandes.
Greek and Latin are useful languages. That's why I study them.,"O grego e o latim são línguas úteis, por isso estudo-as."
"Oh, I was ill.","Oh, eu estava doente."
"I used a screwdriver to turn the screw, but it just didn't want to turn.","Eu usei uma chave de fenda para virar o parafuso, mas ele simplesmente não virava."
Is there life before death?,Existe vida antes da morte?
He repeated his name slowly.,Ele repetiu devagar o seu nome.
I know that she has been busy.,Eu sei que ela tem estado ocupada.
Don't oppose him.,Não se oponha a ele.
"Stand up, please.","Fique de pé, por favor."
She is far from honest.,Ela está longe de ser honesta.
"Study hard, or you'll fail the exam.","Estude muito, ou se não você não vai passar no exame."
Thank you for the present you gave my son.,Obrigado pelo presente que você deu ao meu filho.
There were neither flowers nor trees in the streets of his city.,Não havia nem flores nem árvores nas ruas de sua cidade.
She found pleasure in reading.,Ela descobriu prazer na leitura.
The stomach is one of the internal organs.,O estômago é um dos órgãos internos.
The baby nestled in his mother's arms.,O bebê se aninhou nos braços de sua mãe.
Foxes are wild animals.,Raposas são animais selvagens.
"If you were footing the bill, you wouldn't say that.","Se você estivesse pagando a conta, não diria isso."
"I went to the meeting in place of Sam, who was sick.","Eu fui à reunião no lugar do Sam, que estava doente."
"I have no more than 1,000 yen with me.",Não tenho mais de 1.000 ienes comigo.
I was leaving home when Tom telephoned me.,Estava saindo de casa quando Tom me ligou.
I know every inch of the town.,Eu conheço cada centímetro da cidade.
You can always count on Tom.,Você pode sempre contar com Tom.
His explanation is by no means satisfactory.,A explicação dele não é nem um pouco satisfatória.
It is man's lot to suffer.,Sofrer é o destino do homem.
He is about my size.,Ele é mais ou menos do meu tamanho.
It suits me.,Isso me serve bem.
Can I do anything?,Posso fazer uma coisa?
I don't wanna clean up dog shit.,Eu não quero limpar cocô de cachorro.
Her weakness is that she talks too much.,A fraqueza dela é que ela conversa demais.
You should lay by something against a rainy day.,É preciso fazer alguma economia para um caso de necessidade.
He's intelligent.,Ele é inteligente.
Please take care of yourself not to catch cold.,"Por favor, cuide-se a fim de não pegar um resfriado."
He is said to be a genius.,Diz-se que ele é um gênio.
She has a habit of biting her nails.,Ela tem o costume de roer as unhas.
It is hard to convince John.,É difícil convencer John.
Keeping a diary is a good habit.,Manter um diário é um bom hábito.
He has not a little interest in music.,Ele não tem o mínimo interesse na música.
I want to go shopping.,Quero ir fazer compras.
She turned around and smiled.,Ela virou-se e sorriu.
Please iron the shirt.,"Passe a camisa, por favor."
It doesn't hurt.,Não dói.
I've never heard you talk like that.,Nunca o ouvi falando assim.
I have much confidence in my ability.,Confio muito em minha habilidade.
No!,Não!
You can trust him to keep his word.,Você pode acreditar que ele irá manter a sua palavra.
Don't make me laugh.,Não me faça rir.
I'm aware that you failed.,Estou consciente de que você falhou.
Ken is happy.,Ken é feliz.
You need to answer the question.,Você precisa responder à pergunta.
I continued singing.,Eu continuei a cantar.
We are still clinging to the dreams of our youth.,Nós ainda estamos apegados aos sonhos de nossa juventude.
This egg has a bad smell.,Este ovo está com um cheiro ruim.
It's getting dark. You'd better go home.,Está ficando escuro. É melhor você ir para casa.
"I have a good sense of direction, so I don't get lost.","Eu tenho um bom senso de direção, então não me perco."
You can finish your essay now.,Tu podes terminar teu ensaio agora.
He is tremendously handsome.,Ele é extremamente bonito.
I was looking for Andy. Do you know where he is?,Estava procurando Andy. Você sabe onde ele está?
The kettle is boiling.,A chaleira está fervendo.
"When I got home, I found your letter waiting for me.","Quando cheguei em casa, encontrei a sua carta me esperando."
Let me congratulate you on your engagement.,Deixe que eu congratule vocês por seu noivado.
You shouldn't eat too much candy.,Você não devia comer tantos doces.
The topic is worth discussing.,O assunto merece discussão.
Must I answer all the questions?,Preciso responder a todas as questões?
I have some pens.,Eu tenho algumas canetas.
Winter is over and spring has come.,O inverno acabou e a primavera começou.
"I have a test today, too.",Eu também tenho um teste hoje.
Your problem and mine are similar.,Seu problema e o meu são parecidos.
Could you move the chair a bit?,Você pode mover um pouco a cadeira?
It will rain tonight.,"Choverá, esta noite."
All my friends came to my birthday party.,Todos os meus amigos vieram a minha festa de aniversário.
The man in the corner addressed himself to the husband.,O homem no canto dirigiu-se ao marido.
Let's dine out tonight. I'm too tired to cook.,Vamos jantar fora hoje à noite. Estou muito cansado para cozinhar.
I'm from Canada.,Eu sou do Canadá.
There was no option but to obey.,Não havia opção senão obedecer.
What was the score at halftime?,Qual foi o resultado do primeiro tempo?
The rich are not always happier than the poor.,Os ricos nem sempre são mais felizes do que os pobres.
The white ball weighs as much as the red ball.,A bola branca pesa tanto quanto a bola vermelha.
"If there's no solution, then there's no problem.","Se não há solução, então não há problema."
A cat was sitting on the chair.,Um gato estava sentado na cadeira.
Ontogeny recapitulates phylogeny.,A ontogenia recapitula a filogenia.
"The end of which there were two little sketches of rhetoric and logic, the latter finishing with a specimen of a dispute in the Socratic method.","No fim do que havia dois pequenos esboços de retórica e lógica, terminando este último com um exemplo de uma disputa no método Socrático."
He has visited Europe several times.,Ele visitou a Europa diversas vezes.
Do you want to be rich?,Você quer ser rico?
The drawing was mounted in a fancy frame.,O desenho foi colocado numa linda moldura.
Why do I have to do that?,Por que é que eu tenho que fazer isso?
"An expert is someone who knows some of the worst mistakes that can be made in his field, and how to avoid them.","Um esperto é alguém que conhece alguns dos piores erros que podem ser cometidos em seu campo, e sabe como evitá-los."
Look at a baby sleeping in the bed.,Observe uma criança dormindo em seu berço.
A man appeared at the door.,Um homem apareceu na porta.
"Yes, orange juice, please.","Sim, suco de laranja, por favor."
I will do it myself.,Farei eu mesmo.
"He said he would write to me, but he hasn't.","Ele disse que me escreveria, mas não o fez."
Roast chicken is one of my favorite dishes.,Frango assado é um dos meus pratos favoritos.
Bill Clinton spoke in ambiguous language when asked to describe his relationship with Monica Lewinsky.,Bill Clinton falou com ambiguidade quando foi-lhe perguntado sobre o seu relacionamento com Monica Lewinsky.
The temperature has suddenly dropped.,A temperatura caiu de repente.
We cannot make a change in our schedule.,Não podemos alterar a nossa agenda.
He found the box under the table.,Ele achou a caixa em baixo da mesa.
Please consult with your parents about the trip.,Converse com seus pais a respeito da viagem.
We gave up the plan.,Desistimos do plano.
You are selling him short.,Você está o subestimando.
You should be more careful.,Você deveria ser mais cuidadoso.
I want to cash a check.,Quero sacar um cheque.
The teacher caught the student cheating on the examination.,O professor flagrou o estudante colando na prova.
You have no business complaining about the matter.,Você não tem nada que reclamar do assunto.
Ascertain whether they are safe or not.,Averigúe se eles estão a salvo ou não.
I feel like eating something.,Estou com vontade de comer alguma coisa.
Did you or did you not accept the bribe?,Você aceitou ou não aceitou a propina?
Open your mouth and close your eyes.,Abra a boca e feche os olhos.
She began to talk to the dog.,Ela começou a falar com o cachorro.
Will it do me any good to try to persuade him now?,Me fará algum bem tentar convencê-lo agora?
The boy playing the guitar is Ken.,O menino tocando guitarra é Ken.
"If you want to make your dreams come true, keep on trying.","Se queres realizar teus sonhos, continua tentando."
Set a diamond in a platinum mounting.,Engaste um brilhante em uma garra de platina.
A dog suddenly jumped at me.,"De repente, um cachorro pulou em cima de mim."
I am determined to carry out this plan.,Estou determinado a levar a cabo este plano.
He likes playing soccer.,Ele gosta de jogar futebol.
Tom has no manners.,Tom não tem modos.
The airplane flies at a speed of five hundred kilometers per hour.,O avião viaja a uma velocidade de quinhentos quilômetros por hora.
You're really not stupid.,"Realmente, você não é burro."
She kept on crying.,Ela continuou a chorar.
We think Venice is a fascinating city.,Achamos Veneza uma cidade fascinante.
He runs as fast as you.,Ele corre tão rápido quanto você.
I'll visit my uncle next week.,Eu vou visitar meu tio semana que vem.
The only useful knowledge is that which teaches us how to seek what is good and avoid what is evil.,O único conhecimento útil é o que nos ensina a procurar o que é bom e evitar o que é mau.
You can see for miles from the roof.,Você pode ver por milhas do telhado.
My health is my only capital.,Minha saúde é meu único capital.
He was always on the people's side.,Ele sempre esteve ao lado do povo.
That's the computer on which he writes his articles.,É o computador no qual ele escreveu seu artigo.
"Yes, my name is Karen Smith.","Sim, o meu nome é Karen Smith."
I would like to read books on Japanese history.,Gostaria de ler livros sobre a história japonesa.
A short walk brought me to the lake.,Uma pequena caminhada me levou até o lago.
Can you do bookkeeping?,Você pode fazer a contabilidade?
I bought some cheese and milk.,Comprei um pouco de queijo e de leite.
I approve of your plan.,Eu aprovo seu plano.
I missed the train by two minutes.,Eu perdi o trem por dois minutos.
Sleep is essential to health.,O sono é essencial à saúde.
The air conditioner is out of order.,O ar condicionado está com defeito.
He has extracted a great many examples from the grammar book.,Ele extraiu diversos exemplos do livro de gramática.
Please don't be cold!,"Por favor, não seja frio!"
Tom won a free car.,Tom ganhou um carro.
The Japanese live in harmony with nature.,Os japoneses vivem em harmonia com a natureza.
Why should I listen to you?,Por que eu deveria te ouvir?
I'll give you five dollars.,Te dou cinco dólares.
They have seen better days.,Eles já viram dias melhores.
They worked like so many ants.,Eles trabalharam como muitas formigas.
He grows a mustache.,Ele está deixando o bigode crescer.
There is no more difficult task than that.,Não há tarefa mais difícil do que essa.
I've managed to finish the first three chapters so far.,"Eu consegui terminar os três primeiros capítulos, até agora."
Apparently the iPod nano has good sound.,"Aparentemente, o iPod nano tem um bom som."
I need your approval before I leave work early.,Preciso de sua autorização antes de sair do trabalho cedo.
We would like you to join our company.,Nós gostaríamos que tu te juntasses à nossa empresa.
"Initially we had some problems with our computer system, but they've been sorted out now.","No início, tivemos alguns problemas com nosso sistema de computadores, mas eles estão resolvidos agora."
We have blouses of cotton or silk.,Nós temos camisas de algodão ou seda.
"In science class, we drew pictures of cells.","Na aula de ciências, nós desenhamos células."
Your physical body will wear out and die one day.,Seu corpo físico vai ser apagado e morrer um dia.
Thank you. God bless you. And may God bless the United States of America.,Obrigado. Deus te abençoe. E Deus abençoe os Estados Unidos da América.
Bob's really a chip off the old block.,Bob realmente é a cara do pai.
She promised her father to be in time for lunch.,Ela prometeu ao pai que chegaria a tempo para almoçar.
The elevator was out of order and we had to walk to the fifth floor.,O elevador estava pifado e tivemos de ir até o quinto andar a pé.
He's smarter than her.,Ele é mais inteligente do que ela.
They must've skipped out of town.,Eles devem ter escapado para fora da cidade.
"Read it once more, please.","Leia mais uma vez, por favor."
The nation recently declared its independence.,A nação declarou recentemente sua independência.
I don't know how she puts up with the noise of a jet plane.,Eu não sei como ela suporta este barulho de jato.
Open your heart.,Abre teu coração.
I hired a private tutor to help me with math homework.,Contratei um tutor particular para me ajudar com o dever de matemática.
There are many animals to see there.,Há muitos animais para ver lá.
I learned cooking under my sister's tuition.,Eu aprendi a cozinhar sob a tutela da minha irmã.
"The past can only be known, not changed. The future can only be changed, not known.","O passado só pode ser conhecido, não mudado. O futuro só pode ser mudado, não conhecido."
This year has been a lucky one for him.,Esse foi um ano de sorte para ele.
I don't want to wait that long.,Eu não quero esperar tanto.
She has gone to Italy.,Ela foi à Itália.
There was no changing her mind.,Não teve como mudar a ideia dela.
They aren't here yet.,Eles ainda não estão aqui.
Which club do you belong to?,A que clube você pertence?
I want to go abroad.,Quero viajar fora.
I will look it up in the dictionary.,Vou procurar no dicionário.
Are these yours?,Esses são teus?
People that have experienced so-called 'lucid dreams' often describe them as being 'more real than reality'. They also describe reality after waking up from a 'lucid dream' to be like a 'whimsical dream'.,"Pessoas que experienciaram os chamados ""sonhos lúcidos"" muitas vezes os descrevem como sendo ""mais reais que a realidade"". Eles também descrevem a realidade, após acordar de um ""sonho lúcido"", como um ""sonho fantástico""."
There is a hut at the back of our house.,Tem uma cabana atrás da nossa casa.
He adhered to the original plan.,Ele dedicou-se ao plano original.
When are we eating? I'm hungry!,Quando iremos comer? Eu estou com fome!
"Turn down the volume, please.","Abaixe o volume, por favor."
"At first they drove through streets of small, gray houses.",De princípio eles dirigiram através de ruas com casas pequenas e cinzas.
I ordered those books from Germany.,Eu encomendei esses livros da Alemanha.
Betty killed them all.,Betty matou todos eles.
I'm afraid I won't be able to take part in the meeting tonight.,Receio que não poderei atender à reunião hoje à noite.
I don't own any expensive jewelry.,Não possuo nenhuma joia cara.
We should have told him the truth.,Deveríamos ter-lhe contado a verdade.
I'd like to see her.,Eu gostaria de vê-la.
He asked me who that man was.,Ele me perguntou quem era aquele homem.
The theory is too abstract for me.,A teoria é abstrata demais para mim.
The maid came in bearing a cake.,A empregada entrou carregando um bolo.
"When he was young, he sometimes played soccer.","Quando era jovem, jogava futebol às vezes."
