English,Portuguese
It is regrettable that you did not start earlier.,É uma pena que você não tenha começado antes.
You should have come home before.,Você deveria ter vindo antes.
You should have been more careful.,Vocês deveriam ter sido mais prudentes.
You belong in a better place than this.,Tu pertences a um sítio melhor que este.
"Now that you are grown-up, you ought to know better.","Agora que você é adulto, você deve saber melhor."
You must go to bed now.,Você deve ir pra cama agora.
You had better go to bed now.,Seria melhor que fosses para a cama agora.
You should have come a little earlier.,Você deveria ter vindo um pouco antes.
You must get up a little earlier.,Você precisa se levantar um pouco mais cedo.
Have you done all your homework?,Você fez todo seu dever de casa?
You are not a child any more.,Você não é mais uma criança.
You may go home now.,Você pode ir para casa agora.
You have made the very same mistake again.,Você cometeu o mesmo erro.
Can you speak French?,Você sabe falar francês?
You should practice playing the violin every day.,Você deve estudar violino todo dia.
You have to go to the party.,Você tem que ir para a festa.
How tall you are!,Como você é alto!
How kind you are!,Como você é gentil!
How rude of you!,Que grosseria de sua parte!
How lucky you are!,Como você tem sorte!
You're such a cute boy.,Você é um garoto fofo.
Do you want anything?,Você quer alguma coisa?
Why can't you come?,Por que você não pode vir?
Why do you want to study abroad?,Por que queres estudar no exterior?
How often do you go abroad?,Com que frequência você vai ao exterior?
How long will you stay here?,Você vai ficar aqui por quanto tempo?
You can always count on Tom.,Você pode sempre contar com Tom.
"You're a friend of Tom's, eh?","Você é amigo do Tom, não?"
Which club do you belong to?,A que clube você pertence?
How high can you jump?,A que altura você consegue pular?
How tall are you?,Qual a sua altura?
You are very brave.,Você é muito corajoso.
You look very tired.,Você parece estar muito cansado.
Which one do you take?,Qual você escolhe?
Which of your parents do you take after?,Você puxou ao seu pai ou à sua mãe?
Where were you?,Onde você estava?
Do you feel at home anywhere?,Você se sente em casa em qualquer lugar?
How about you?,"E você, como vai?"
What are you doing?,O que está fazendo?
How did you come to know her?,Como você veio a conhecê-la?
You must give up smoking.,Você deve parar de fumar.
All you have to do is to wait.,Tudo o que você tem que fazer é esperar.
You needn't have taken a taxi.,Você não precisava ter pegado o táxi.
You have many books.,Você tem muitos livros.
It is impossible for you to do so.,É impossível você fazer isso.
You shouldn't have done such a thing.,Você não devia ter feito uma coisa dessas.
Who did you give it to?,Para quem você deu?
You could have done it.,Você poderia ter feito.
Have you finished it?,Você terminou?
Do you have one?,Você tem um?
You should have done it earlier. It cannot be helped now.,"Você deveria ter feito isso antes. Agora, não há nada a ser feito."
What did you open it with?,Com o que você o abriu?
You shouldn't have done it.,Você não deveria ter feito isso.
You needn't do it at once.,Você não precisa fazer de uma vez só.
You must do it at once.,Você tem que fazer imediatamente.
When did you finish it?,Quando você terminou?
You have to cope with those difficult problems.,Você tem que lidar com aqueles problemas difíceis.
Are you in favor of the workers getting more money?,Você é a favor dos trabalhadores receberem mais dinheiro?
Do you know the reason?,Você sabe o motivo?
Could you solve the problem?,Você poderia resolver o problema?
You should have introduced yourself to the girl.,Você deveria ter se apresentado para a garota.
You ought to have seen the exhibition.,Você deveria ter visto a exposição.
Are you in favor of or against that policy?,Você é a favor ou contra aquela política?
You should apply for that post.,Você deveria se inscrever para aquela vaga.
Do you know where the girl lives?,Você sabe onde a garota mora?
Have you finished reading the novel?,Você terminou de ler o romance?
You should emphasize that fact.,Você deveria dar ênfase àquele fato.
You have no business complaining about the matter.,Você não tem nada que reclamar do assunto.
You have to overcome the difficulties.,Você tem de superar as dificuldades.
You are responsible for the result.,Você é responsável pelos resultados.
You'd better not go there.,É melhor você não ir lá.
You may go there.,Você pode ir lá.
You're wet through.,Vocês estão encharcados.
"You aren't a spy, are you?","Você não é um espião, não é?"
You will soon regret your rash conduct.,Você em breve se arrependerá de sua conduta precipitada.
You'd better stay at home rather than go out on such a day.,Seria melhor você ficar em casa do que sair num dia desse.
You must put an end to this foolish behavior.,Você deve dar um fim nesse comportamento estúpido.
I hope you can come up with a better plan than this.,Espero que você possa aparecer com um plano melhor que esse.
Where did you go last Sunday?,Aonde você foi domingo passado?
You can use this car.,Você pode usar esse carro.
You are asking too much for this car.,Você está pedindo muito dinheiro por esse carro.
"Since you have nothing to do with this matter, you don't have to worry.","Como você não tem nada a ver com esse assunto, você não precisa se preocupar."
You are old enough to understand this.,Você já é grandinho o suficiente para entender isso.
Can you make sense of this poem?,Você consegue entender esse poema?
You should not think little of this result.,Você não deveria menosprezar esse resultado.
You can study here.,Você pode estudar aqui.
You've drunk three cups of coffee.,Você bebeu três xícaras de café.
Have you ever visited the office where your father works?,Você já visitou o escritório onde seu pai trabalha?
You haven't any money.,Você não tem dinheiro.
When did you come to Japan?,Quando você veio para o Japão?
When will you be free?,Quando você estará livre?
When did you begin studying English?,Quando você começou a estudar inglês?
You're always criticizing me!,Você está sempre me criticando!
You are always complaining.,Você está sempre reclamando.
What time do you usually get up?,A que horas de costume você se levanta?
What time do you usually go to bed?,A que horas você se deita normalmente?
You will know the truth some day.,Você saberá a verdade algum dia.
You are naughty.,Você é malvado.
You have some books.,Você tem alguns livros.
You are a good boy.,Você é um bom menino.
You must be tired after such a long trip.,"Você deve estar cansado, após tão longa viagem."
You shouldn't talk back to your parents like that.,Você não deveria responder aos seus pais dessa forma.
You shouldn't have eaten so much ice cream.,Você não deveria ter comido tanto sorvete.
You are right in a way.,"De certa forma, você está certo."
Have you ever been to America?,Você já esteve na América?
You cannot buy that judge.,Você não pode subornar aquele juiz.
Have you ever been to that village?,Você já esteve nesse povoado?
I wish you had told me the truth then.,Eu queria que você tivesse me contado a verdade naquele momento.
"You're a philosopher, aren't you?","Você é filósofo, não é?"
You must be here till five.,Você precisa estar aqui até as cinco.
You'll be able to drive a car in a few days.,Você poderá dirigir em poucos dias.
You should have refused his offer.,Você não devia ter aceitado a oferta dele.
You need to have breakfast.,Você precisa tomar café da manhã.
Are you doing what you think is right?,Você está fazendo o que acha certo?
It is better for you to do it now.,É melhor que você faça isso agora.
I can hardly hear you.,Mal consigo ouvir você.
I don't mean to challenge your theory.,Não quero pôr a sua teoria em dúvida.
I admire your courage.,Eu admiro sua coragem.
I see no analogy between your problem and mine.,Não vejo nenhuma analogia entre o seu problema e o meu.
"You have lovely eyes, don't you?",Sabia que você tem lindos olhos?
Where are your eyes?,Onde estão seus olhos?
Your driver's license has expired.,Sua carteira de habilitação expirou.
I will sell the boat in accordance with your orders.,Venderei o barco de acordo com as suas ordens.
I know your name.,Eu sei seu nome.
Your daughter is not a child anymore.,A sua filha não é mais uma criança.
I admire your ignorance.,Eu admiro sua ignorância.
What grade is your sister in?,Em que série está a sua irmã?
What's your real purpose?,Qual é o seu real objetivo?
Your book is double the size of mine.,Seu livro tem o dobro do tamanho do meu.
Better to get advice from your lawyer.,Melhor pedir conselhos a seu advogado.
It's your move.,É a sua vez.
Your problem is similar to mine.,Seu problema é parecido com o meu.
At your age you ought to support yourself.,Na sua idade você deveria se bancar sozinho.
Compare your answer with Tom's.,Compare sua resposta com a de Tom.
Your answer is right.,Sua resposta está certa.
Your answer is wrong.,Sua resposta está errada.
It doesn't matter whether your answer is right or wrong.,Não importa se sua resposta está certa ou errada.
I hope your efforts will bear fruit.,Espero que seus esforços deem frutos.
You can come and see me whenever it's convenient for you.,Você pode vir e me ver quando for conveniente para você.
May I use your phone?,Posso usar o seu telefone?
You'll be paid according to the amount of work you do.,Você será pago de acordo com a sua quantidade de trabalho.
Mind your own business!,Cuide das suas próprias coisas!
I will give you a bicycle for your birthday.,Vou te dar uma bicicleta como presente de aniversário.
"Is this your son, Betty?","Esse é o seu filho, Betty?"
I cannot accept your gift.,Eu não posso aceitar seu presente.
What's your major field?,Qual é o seu campo principal?
Go back to your seat.,Volte ao seu lugar.
"I can hear you, but I can't see you.","Posso ouvi-lo, mas não o posso ver."
Your behavior is creating a lot of problems.,Seu comportamento está trazendo um monte de problemas.
I didn't mean to hurt you.,Eu não queria te machucar.
Your principles are not consistent with your actions.,Os seus princípios não condizem com suas ações.
Let's have a serious talk about your future.,Vamos ter uma séria conversa sobre o seu futuro.
I hope you have a happy future ahead of you.,Espero que você tenha um alegre futuro à sua frente.
Your advice is always helpful to me.,Seus conselhos são sempre úteis para mim.
I expect your help.,Conto com sua ajuda.
Write your address here.,Escreva seu endereço aqui.
I'll miss your cooking.,Sentirei falta da sua comida.
Your letter made me happy.,Sua carta me deixou feliz.
Are your hands clean?,As suas mãos estão limpas?
Please lend me your car.,"Por favor, me empresta seu carro."
Would you mind lending me your car?,Você se importaria em me emprestar seu carro?
Give me a lift in your car.,Me dê uma carona em seu carro.
What have you done with your car?,O que você fez com o seu carro?
It is important that you attach your photo to the application form.,É importante que você anexe sua foto ao formulário de inscrição.
Will you lend me your dictionary?,Você me empresta o seu dicionário?
Look up the definition of 'guy' in your dictionary.,"Olhe a definição de ""cara"" no seu dicionário."
Could you lend me your bicycle for a couple of days?,Você poderia me emprestar sua bicicleta por alguns dias?
Your bicycle is similar to mine.,Sua bicicleta é parecida com a minha.
Your bike is better than mine.,Sua bicicleta é melhor do que a minha.
Is your watch correct?,O seu relógio está correto?
What time is it by your watch?,Que horas são no seu relógio?
Where are your things?,Onde estão suas coisas?
Just follow your heart.,Apenas siga seu coração.
What do you do?,O que você faz?
How is your work coming along?,Como está indo seu trabalho?
May we accompany you on your walk?,Podemos acompanhá-lo em sua caminhada?
Compare your composition with the example.,Compare sua composição com o exemplo.
"Your composition is very good, and it has few mistakes.","Sua redação está muito boa, e tem poucos erros."
"Your essay has some mistakes, but as a whole it is very good.","Seu artigo tem alguns erros mas, no geral, está muito bom."
Where do you come from?,De onde vêm vocês?
Do you eat rice in your country?,Vocês comem arroz no seu país?
You should come early in order for him to read your manuscript before your speech.,Você deve vir mais cedo para que ele leia seu manuscrito antes do seu discurso.
Your behavior leaves much to be desired.,Seu comportamento deixa muito a desejar.
Express your idea clearly.,Expresse a sua ideia claramente.
Your view is too optimistic.,Sua visão é otimista demais.
Your ideas are quite old fashioned.,Suas ideias são bem antiquadas.
Choose your favorite racket.,Escolha a raquete que você mais gosta.
Do as you like.,Faça como quiser.
Make your choice.,Faça sua escolha.
I know what you mean.,Eu sei o que você quer dizer.
What you are saying does not make sense.,O que estás a dizer não faz sentido.
You are not consistent.,Você não é consistente.
I think you're right.,Acho que você está certo.
"Admitting what you say, I still think you are wrong.","Admitindo o que você diz, eu ainda acho que você está errada."
You may be right.,Você pode estar certo.
I find it difficult to believe.,Acho difícil acreditar nisso.
You should pay more attention to what you say.,Você deveria prestar mais atenção no que diz.
I don't get what you mean.,Não entendo o que você quer dizer.
I have been anxious about your health.,Tenho estado ansioso a respeito da sua saúde.
Your scheme is like a house built on the sand.,Seu esquema é como uma casa construída sobre a areia.
Your plan seems better than mine.,Seu plano parece ser melhor que o meu.
I approve of your plan.,Eu aprovo seu plano.
Your shoes are here. Where are mine?,Os teus sapatos estão aqui. Onde estão os meus?
Your shoes are here.,Seus sapatos estão aqui.
I'm sick of listening to your complaints.,Estou cansado de ouvir suas reclamações.
Do you know what you're asking?,Você sabe o que está perguntando?
Your eyes remind me of stars.,Seus olhos me lembram estrelas.
Where is your school?,Onde fica sua escola?
How many pupils are there in your school?,Quantos alunos tem na sua escola?
Your house needs repairing.,Sua casa precisa de consertos.
Make a sketch of your house.,Faça um esboço de sua casa.
How far is it from your house to the park?,Qual é a distância de sua casa para o parque?
Let's discuss your love problems on the way back from school.,Discutamos seus problemas amorosos no retorno da escola.
Your pencils need sharpening.,Seus lápis precisam ser apontados.
Your speech will be recorded in history.,Seu discurso será gravado na história.
I count on your help.,Conto com sua ajuda.
Without your assistance I would have failed.,Sem sua assistência eu teria falhado.
Your English is improving.,Seu inglês está melhorando.
Your English is perfect.,O teu inglês é perfeito.
Your method of teaching English is absurd.,Seu método de ensinar inglês é absurdo.
I want your opinion.,Quero a sua opinião.
Your opinion is similar to mine.,Sua opinião é parecida com a minha.
Your idea sounds like a good one.,Sua ideia parece boa.
I'll study your report.,Vou estudar o seu relatório.
I entirely approve of what you say.,Eu apoio totalmente o que você disse.
You're on the right track.,Você está no caminho certo.
Your time is up.,Seu tempo acabou.
Your pen is better than mine.,Sua caneta é melhor do que a minha.
Your plan sounds great.,Seu plano parece ser bom.
Your dress is very nice.,Seu vestido é muito bonito.
I'll come to your place.,Vou para a sua casa.
I'm glad that your team won the game.,Fico feliz que seu time tenha ganho o jogo.
I'm not going out on a limb for you because you never helped me before.,Não vou me arriscar por você porque você nunca me ajudou.
I will do all I can for you.,Farei tudo que puder por você.
"Don't be angry with me, for I did it for your sake.","Não fique nervoso comigo, pois eu fiz isso por sua segurança."
I will do anything for you.,Eu farei qualquer coisa por você.
What's the weight of your suitcase?,Qual é o peso de sua mala?
I have absolute trust in you.,Confio totalmente em você.
Your cake is delicious.,Seu bolo é delicioso.
Here is your bag.,Aqui está a sua mala.
You'll get into trouble if your girlfriend finds out the truth.,Você vai entrar numa fria se a sua namorada descobrir a verdade.
I'd like to see your father.,Gostaria de ver o seu pai.
Is your uncle still abroad?,Seu tio ainda está no exterior?
I have no idea what you mean.,Eu não faço ideia do que você quer dizer com isso.
Your chair is identical to mine.,Sua cadeira é parecida com a minha.
I believe you.,Eu acredito em você.
"While I understand what you say, I can't agree with you.","Apesar de entender o que você quer dizer, não concordo com você."
I don't agree with you.,Não estou de acordo com você.
I regret that I told you.,Arrependo-me de lhe ter dito.
I want you to go to the post office.,Quero que você vá ao correio.
I will forgive him out of consideration for you.,Perdoá-lo-ei em consideração a você.
I want you to read this book.,Quero que você leia este livro.
Didn't I lend you some books? I'm sure I did.,Eu não te emprestei alguns livros? Tenho certeza de que emprestei.
I feel for you.,Sinto por você.
I couldn't call you; the telephone was out of order.,Não consegui te ligar; o telefone estava quebrado.
We'll give you your revenge.,Daremos a você a sua vingança.
"I was going to write to you, but I was too busy.","Eu ia te escrever, mas estava ocupado demais."
I'll teach you how to drive a car.,Eu vou te ensinar a dirigir um carro.
I want you to go.,Quero que você vá.
I have been reflecting on what you said to me.,Ando refletindo no que você me disse.
I'm very glad to see you.,Estou muito contente em vê-los.
I am looking forward to seeing you.,Espero te ver em breve.
How I've missed you!,Como eu senti saudades de você!
I would like you to come with me.,Eu gostaria que você viesse comigo.
You ought to have seen it.,Vocês deveriam ter visto.
I want to see you again.,Quero revê-lo.
You have a bright future.,Você tem um futuro brilhante.
You have as much right as everyone else.,Você tem tanto direito quanto qualquer outro.
Can't you understand the pain of your parents?,Você não consegue entender a dor dos seus pais?
You make me feel so guilty.,Você faz eu me sentir tão culpado.
You deserve the prize.,Você merece o prêmio.
Green suits you.,Você fica bem de verde.
I can't thank you enough.,Não posso agradecer-lhe o suficiente.
I'd like to talk with you in private.,Gostaria de falar com você em particular.
You should have seen it.,Você deveria ter visto.
Didn't I tell you so?,Eu não te disse isso?
Let me give you some advice.,Deixe-me lhe dar um conselho.
I have a nice present to give you.,Tenho um ótimo presente para te dar.
I thought you'd be the last person to do such a thing.,Eu pensava que você seria a última pessoa a ser tal coisa.
You deserve to succeed.,Você merece ter sucesso.
I can't think of life without you.,Não posso nem pensar em viver sem você.
You and I are the same age.,Você e eu somos da mesma idade.
I share your idea.,Eu compartilho com a sua ideia.
If only I could speak English as fluently as you!,Se eu pudesse falar inglês tão fluentemente quanto você!
It is hard to distinguish you from your brother.,É difícil distinguir você do seu irmão.
"I'd like to go with you, but as it is I can't.","Eu gostaria de ir contigo, mas de todo jeito não posso."
I'd like to go to the seaside with you.,Gostaria de ir ao litoral com você.
"You and I are good friends, but we have little in common.","Você e eu somos bons amigos, mas temos pouco em comum."
I'm leaving you tomorrow.,Eu te deixarei amanhã.
I often think about the place where I met you.,Penso muitas vezes no lugar onde te conheci.
I would like to go to the concert with you.,Gostaria de ir ao concerto com você.
You really are hopeless.,Você é mesmo um caso perdido.
Divide the cake among you three.,Repartam o bolo entre vocês três.
How old will you be next year?,Quantos anos você terá no ano que vem?
You had better not start until they arrive.,É melhor que não comeces até que eles cheguem.
You are young boys.,Vocês são garotos jovens.
You didn't need to hurry.,Você não precisa se apressar.
All you have to do is to learn this sentence by heart.,Tudo o que você tem de fazer é aprender esta frase de cor.
You have to share the cake equally.,Vocês devem repartir o bolo igualmente.
Compare your translation with the one on the blackboard.,Compara a tua tradução com aquela que está no quadro.
Who is your teacher?,Quem é sua professora?
I don't approve your decision.,Eu não aprovo sua decisão.
Your team is stronger than ours.,A tua equipa é melhor do que a nossa.
All you have to do is wait.,Tudo o que você tem que fazer é esperar.
Not only you but I also was to blame.,Não só você mas eu também fui culpado.
You're the best man for the job.,Você é o melhor homem para esse trabalho.
I hadn't recognized the importance of this document until you told me about it.,Eu não tinha reconhecido a importância deste documento até que você me contou sobre ele.
I was disappointed at your absence.,Fiquei decepcionado pela sua ausência.
It doesn't matter whether you come or not.,Não importa se você vem ou não.
It's a pity that you can't come.,É uma pena que não possa vir.
What is it that you want?,O que vocês querem?
I want you.,Eu te quero.
I take it from your silence that you are not satisfied with my answer.,"Pelo seu silêncio, acho que você não está satisfeito com a minha resposta."
I am glad that you have returned safe.,Eu estou feliz que você retornou em segurança.
What would you do in my place?,O que você faria em meu lugar?
The information you gave me is of little use.,A informação que me deste é de pouca ajuda.
Didn't they teach you common sense as well as typing at the school where you studied?,Eles não o ensinaram bom senso assim como datilografia na escola onde você estudou?
I will lend you whatever book you need.,Vou te emprestar qualquer livro que precise.
I need you.,Eu preciso de você.
I don't know whether you like her or not.,Não sei se você gosta ou não dela.
Does he know that you love him?,Ele sabe que você o ama?
It was foolish of you to accept his offer.,Foi insensato de tua parte aceitar a sua oferta.
I can't approve of your going out with him.,Eu não posso autorizar que você saia com ele.
We were just talking about you when you called.,Acabávamos de falar sobre ti quando chegaste.
"Unless you make a decision quickly, the opportunity will be lost.","A não ser que você tome uma decisão rápida, a oportunidade será perdida."
I hope that you will get well soon.,Espero que vocês fiquem bem logo.
Well do I remember the day you were born.,Eu me lembro bem do dia em que você nasceu.
You may or may not win.,Você pode ou não ganhar.
He came after you left.,Ele veio depois de você partir.
I love you more than you love me.,Eu te amo mais do que tu me amas.
What is it that you want me to do?,O que que você quer que eu faça?
I hope you will join us in the parade and march along the street.,Espero que você se junte a nós na parada e marche pelas ruas.
I'll look after your affairs when you are dead.,Eu cuidarei das suas coisas quando você morrer.
"With your approval, I would like to offer him the job.","Com a sua aprovação, eu gostaria de oferecer-lhe o emprego."
Show me the doll that you bought yesterday.,Mostre-me a boneca que você comprou ontem.
Choose the color you like the best.,Escolha a cor que mais gostar.
I don't care as long as you are happy.,Eu não me importo desde que você esteja feliz.
"Whatever you may say, I won't give it up.","Não importa o que você diga, eu não vou desistir."
"By the time you get out of jail, she'll probably have gotten married.","Quando você sair da prisão, ela, provavelmente, estará casada."
I know you are rich.,Eu sei que você é rico.
It's clear that you're wrong.,Claramente você está errado.
"If you are wrong, I am wrong too.","Se você está errado, eu também estou errado."
You shouldn't have paid the bill.,Não deverias ter pagado a conta.
I'll open the curtain for you to look out.,Eu vou abrir a cortina para você ver.
It was bad of you to get angry at your wife.,Foi ruim você ter ficado com raiva da sua mulher.
You go first.,Você primeiro.
You can do whatever you want to.,Você pode fazer o que quiser.
I would do it in a different way than you did.,Eu faria de uma forma diferente da que você fez.
I can imagine how you felt.,Posso imaginar como se sentiu.
I'm surprised at your behavior.,Estou surpreso com o seu comportamento.
It's strange you say that.,É estranho você dizer isso.
I will do my best to put such an idea out of your head.,Farei o possível para tirar uma ideia como essa da sua cabeça.
It is a pity that you should lose such a chance.,É uma pena que você deve perder tal chance.
I wish you had not told the story to my mother.,Queria que você não tivesse contado a história à minha mãe.
Since you say so.,Já que você diz.
I don't blame you.,Eu não te culpo.
I don't blame you for doing that.,Não te culpo por fazer aquilo.
You wrote this book?,Você escreveu esse livro?
There is no need for you to stay here.,Tu não precisas ficar aqui.
"As long as you're here, I'll stay.","Enquanto você estiver aqui, eu fico."
My life would be completely empty without you.,Minha vida seria completamente vazia sem você.
We shall all miss you when you go away.,Nós vamos todos sentir saudades quando você for embora.
I miss you badly.,Eu sinto muito a sua falta.
How I miss you.,Como eu sinto sua falta.
I miss you very much.,Estou com muitas saudades de você.
We all miss you very much.,Todos nós sentimos muito a sua falta.
Here is a letter for you.,Aqui está uma carta para você.
Have you ever seen Mt. Fuji? It is beautiful beyond description.,Você já viu o Monte Fuji? É indescritivelmente lindo.
You don't understand.,Você não entende.
You can do this with ease.,Podes fazer isto com facilidade.
A bear can climb a tree.,Ursos conseguem subir em árvores.
"Take off your socks, please.","Tire suas meias, por favor."
Take off your shoes.,Tire os seus sapatos.
Please remove your shoes before entering the house.,Faça o favor de tirar os sapatos antes de entrar na casa.
I bought a pair of shoes.,Comprei um par de sapatos.
Gum got stuck to the bottom of my shoe.,Um chiclete pregou no meu sapato.
The soles of my shoes are worn.,As solas dos meus sapatos estão gastas.
I'd like some shoes.,Gostaria de sapatos.
The man in the corner addressed himself to the husband.,O homem no canto dirigiu-se ao marido.
I found the book by accident.,Encontrei o livro por acaso.
I met her by chance.,Conheci-a ao acaso.
I happened to witness the bullying in the corridor.,Aconteceu de eu testemunhar o bullying no corredor.
By chance I met my ex-girlfriend in Portugal.,Eu encontrei por acaso minha ex-namorada em Portugal.
"Even times odd is even, odd times odd is odd.",O produto de um número par por um número ímpar resulta num número par; o produto de dois números ímpares resulta num número ímpar.
The sky looks angry.,O céu parece nervoso.
"Judging from the look of the sky, it will be fine tomorrow.","A julgar pelo céu, amanhã teremos um belo dia."
"Judging from the look of the sky, we may have snow tomorrow.","Julgando pela aparência do céu, podemos ter neve amanhã."
I felt hungry.,Eu fiquei com fome.
Hunger is the best sauce.,A fome é o melhor tempero.
Hunger drove him to steal.,A fome o fez roubar.
I must make up for lost time.,Tenho que recuperar o tempo perdido.
Our house was robbed while we were away.,Nossa casa foi assaltada enquanto estávamos fora.
He built castles in the air all day.,Construí castelos no ar durante o dia todo.
Are seats available?,Há lugares disponíveis?
Fill in the blanks.,Preencha os espaços em branco.
I'll drive you to the airport.,Eu vou te levar para o aeroporto.
May I accompany you to the airport?,Posso acompanhá-lo até o aeroporto?
How far is it to the airport?,Quão longe daqui é o aeroporto?
I'll accompany you to the airport.,Acompanhá-lo-ei até o aeroporto.
How long does the airport bus take to the airport?,Quanto tempo demora para o ônibus do aeroporto chegar até o aeroporto?
I have to go to the airport to meet my family.,Tenho que ir ao aeroporto me encontrar com a minha família.
Please pick me up at the airport at five.,"Por favor, busca-me no aeroporto às cinco."
"Air, like food, is a basic human need.","Ar, assim como comida, é uma necessidade humana básica."
"The air is soft, the soil moist.","O ar é leve e o solo, úmido."
The air became warm.,O ar ficou quente.
No living thing could live without air.,Nenhum ser vivo consegue viver sem ar.
"Without air, nothing could live.","Sem ar, nada poderia viver."
Who is looking up into the sky?,Quem está olhando para o céu?
The sky is becoming cloudy.,O céu está ficando nublado.
The sky is blue.,O céu é azul.
The sky is clear and the sun is bright.,"O céu está limpo e o Sol, brilhante."
The sky is full of stars.,O céu está estrelado.
The sky grew darker and darker.,O céu foi ficando cada vez mais escuro.
The sky is covered with clouds.,O céu está coberto de nuvens.
"The sky grew darker and darker, and the wind blew harder and harder.",O céu ficou cada vez mais escuro e o vento soprou cada vez mais forte.
The sky is clear almost every day.,O céu está limpo quase todo dia.
"Air travel is fast; sea travel is, however, restful.","Viajar de avião é rápido; viajar pelo mar, porém, é relaxante."
We can see thousands of stars in the sky.,Podemos ver milhares de estrelas no céu.
I saw something strange in the sky.,Eu vi algo estranho no céu.
There wasn't a cloud in the sky.,Não havia uma nuvem no céu.
There were countless stars in the sky.,Haviam inúmeras estrelas no céu.
The sky was full of stars.,O céu estava cheio de estrelas.
There were several stars to be seen in the sky.,Havia muitas estrelas a vista no céu.
There are billions of stars in the sky.,Há bilhões de estrelas no céu.
There isn't a single cloud in the sky.,Não há uma nuvem sequer no céu.
Many stars were shining in the heavens.,Muitas estrelas brilhavam nos céus.
You can see a lot of stars in the sky.,Podem-se ver várias estrelas no céu.
Birds were singing in the sky.,Os pássaros estavam cantando no céu.
Drinking on an empty stomach is bad for your health.,Beber de estômago vazio faz mal à saúde.
The sky is getting dark.,O céu está escurecendo.
The houses and cars looked tiny from the sky.,As casas e os carros pareciam pequenas vistas do céu.
The whole sky lit up and there was an explosion.,O céu inteiro se clareou e houve uma explosão.
It is easy to be wise after the event.,É fácil ser sábio após o acontecido.
It is man's lot to suffer.,Sofrer é o destino do homem.
It's so painful. Stop it!,Dói tanto. Pare com isso!
I'm looking for a bank. Is there one near here?,Estou procurando um banco. Há algum aqui perto?
The bank loaned the company $1 million.,O banco emprestou à companhia um milhão de dólares.
I recognized the bank teller as the man I had seen in the movie theater.,Eu reconheci o caixa do banco como o homem que eu tinha visto no cinema.
Please go to the bank.,"Por favor, vá ao banco."
"While employed at the bank, he taught economics at college.","Enquanto trabalhava no banco, ele ensinava economia na universidade."
"I made a deposit of $1,000 at the bank.",Eu fiz um depósito de $1.000 no banco.
He works for a bank.,Ele trabalha num banco.
Can you distinguish silver from tin?,Você consegue distinguir prata de estanho?
"Be sure to telephone by Friday, OK?","Não se esqueça de telefonar na sexta-feira, OK?"
We're going out for a meal on Friday.,Nós vamos sair para comer na sexta-feira.
We ran short of money.,Nosso dinheiro acabou.
A girl with blonde hair came to see you.,Uma garota de cabelos loiros veio vê-lo.
Kanazawa is a quiet city.,Kanazawa é uma cidade tranquila.
Money is the root of all evil.,O dinheiro é a raiz de todos os males.
Give me your money.,Dê-me seu dinheiro.
The rich have troubles as well as the poor.,"Como os pobres, os ricos têm suas preocupações."
"If I get rich, I will buy it.","Se eu ficar rico, comprá-lo-ei."
Do you want to be rich?,Você quer ser rico?
He is rich yet he lives like a beggar.,"Ele é rico, e vive como um mendigo."
The rich are not always happier than the poor.,Os ricos nem sempre são mais felizes do que os pobres.
I'm broke.,Estou sem dinheiro.
I had to resort to threats to get my money back.,Tive que recorrer a ameaças para conseguir meu dinheiro de volta.
Lend me some money if you have any.,"Empreste-me algum dinheiro, se você tiver."
Don't ask for money.,Não peça dinheiro.
Money will make the pot boil.,Dinheiro vai fazer a panela ferver.
Money comes and goes.,O dinheiro vem e vai.
Gold is heavier than iron.,Ouro é mais pesado do que ferro.
Gold is more precious than iron.,O ouro é mais precioso do que o ferro.
Gold is far heavier than water.,Ouro é bem mais pesado do que água.
Gold is similar in color to brass.,O ouro tem uma cor similar à do latão.
There is a lot of money.,Há muito dinheiro.
"I wouldn't like to be in his position, for all his wealth.","Eu não queria estar no lugar dele, com toda essa riqueza."
The price of gold fluctuates daily.,O preço do ouro muda diariamente.
"Money doesn't grow on trees, you know.",Fique sabendo que dinheiro não cresce em árvore.
Money is the last thing he wants.,Dinheiro é a ultima coisa que ele quer.
Money cannot buy happiness.,Dinheiro não compra felicidade.
It goes without saying that money cannot buy happiness.,Nem preciso dizer que dinheiro não pode comprar felicidade.
Money enables you to buy anything.,O dinheiro lhe capacita a comprar qualquer coisa.
Chemistry has made notable progress in recent years.,A química progrediu notavelmente nos últimos anos.
"Among modern novels, this is the best.","Entre as novelas modernas, esta é a melhor."
A fire broke out in the neighborhood yesterday.,Ocorreu um incêndio na vizinhança ontem.
I haven't slept well recently.,Eu não dormi bem ultimamente.
Few people visit me these days.,Poucas pessoas me visitam hoje em dia.
How are you these days?,Como você tem estado ultimamente?
Boys have their own bikes these days.,Meninos têm suas próprias bicicletas nos tempos de hoje.
I hope to see you soon.,Espero te ver logo.
The chill of coming winter discouraged our picnic.,O frio do inverno que chega desanimou nosso piquenique.
We have had bad weather recently.,O tempo está ruim ultimamente.
Recently juvenile delinquency has been on the rise.,Ultimamente a delinquência juvenil está aumentando.
Are there any movie theaters near here?,Há algum cinema aqui perto?
Is there a McDonald's near here?,Tem um McDonald's aqui perto?
They say we'll have an earthquake one of these days.,Dizem que teremos um terremoto um dia desses.
